sub-type-of	sub_type_of	subTypeOf	is_a_label_snail	label_snail	label-dash	id	label	enumerationtype	equivalentClass	isPartOf	properties	subTypes	supersedes	supersededBy	comment
sports-organization	sports_organization	SportsOrganization	is_a_sports_team	sports_team	sports-team	SportsTeam	SportsTeam				actionableFeedbackPolicy, additionalType, address, aggregateRating, alternateName, alumni, areaServed, athlete, award, awards, brand, coach, contactPoint, contactPoints, correctionsPolicy, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, gender, globalLocationNumber, hasCredential, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, legalName, leiCode, location, logo, mainEntityOfPage, makesOffer, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, ownershipFundingInfo, owns, parentOrganization, potentialAction, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, sponsor, sport, subOrganization, subjectOf, taxID, telephone, unnamedSourcesPolicy, url, vatID				Organization: Sports team.
digital-document	digital_document	DigitalDocument	is_a_spreadsheet_digital_document	spreadsheet_digital_document	spreadsheet-digital-document	SpreadsheetDigitalDocument	SpreadsheetDigitalDocument				about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedMedia, audience, audio, author, award, awards, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasDigitalDocumentPermission, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pattern, position, potentialAction, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, releasedEvent, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation				A spreadsheet file.
price-type-enumeration	price_type_enumeration	PriceTypeEnumeration	is_a_srp	srp	srp	SRP	SRP	PriceTypeEnumeration		https://pending.schema.org					Represents the suggested retail price ("SRP") of an offered product.
civic-structure	civic_structure	CivicStructure, SportsActivityLocation	is_a_stadium_or_arena	stadium_or_arena	stadium-or-arena	StadiumOrArena	StadiumOrArena				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				A stadium.
media-manipulation-rating-enumeration	media_manipulation_rating_enumeration	MediaManipulationRatingEnumeration	is_a_staged_content	staged_content	staged-content	StagedContent	StagedContent	MediaManipulationRatingEnumeration		https://pending.schema.org					"Content coded 'staged content' in a <a class=""localLink"" href=""/MediaReview"">MediaReview</a>, considered in the context of how it was published or shared.<br/><br/>

For a <a class=""localLink"" href=""/VideoObject"">VideoObject</a> to be 'staged content': A video that has been created using actors or similarly contrived.<br/><br/>

For an <a class=""localLink"" href=""/ImageObject"">ImageObject</a> to be 'staged content': An image that was created using actors or similarly contrived, such as a screenshot of a fake tweet.<br/><br/>

For an <a class=""localLink"" href=""/ImageObject"">ImageObject</a> with embedded text to be 'staged content': An image that was created using actors or similarly contrived, such as a screenshot of a fake tweet.<br/><br/>

For an <a class=""localLink"" href=""/AudioObject"">AudioObject</a> to be 'staged content': Audio that has been created using actors or similarly contrived."
health-aspect-enumeration	health_aspect_enumeration	HealthAspectEnumeration	is_a_stages_health_aspect	stages_health_aspect	stages-health-aspect	StagesHealthAspect	StagesHealthAspect	HealthAspectEnumeration		https://pending.schema.org					Stages that can be observed from a topic.
administrative-area	administrative_area	AdministrativeArea	is_a_state	state	state	State	State				additionalProperty, additionalType, address, aggregateRating, alternateName, amenityFeature, branchCode, containedIn, containedInPlace, containsPlace, description, disambiguatingDescription, event, events, faxNumber, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasDriveThroughService, hasMap, identifier, image, isAccessibleForFree, isicV4, keywords, latitude, logo, longitude, mainEntityOfPage, map, maps, maximumAttendeeCapacity, name, openingHoursSpecification, photo, photos, potentialAction, publicAccess, review, reviews, sameAs, slogan, smokingAllowed, specialOpeningHoursSpecification, subjectOf, telephone, tourBookingPage, url				A state or province of a country.
creative-work	creative_work	CreativeWork	is_a_statement	statement	statement	Statement	Statement			https://pending.schema.org	about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedMedia, audience, audio, author, award, awards, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pattern, position, potentialAction, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, releasedEvent, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation				A statement about something, for example a fun or interesting fact. If known, the main entity this statement is about can be indicated using mainEntity. For more formal claims (e.g. in Fact Checking), consider using <a class="localLink" href="/Claim">Claim</a> instead. Use the <a class="localLink" href="/text">text</a> property to capture the text of the statement.
intangible	intangible	Intangible	is_a_statistical_population	statistical_population	statistical-population	StatisticalPopulation	StatisticalPopulation			https://pending.schema.org	additionalType, alternateName, constrainingProperty, description, disambiguatingDescription, identifier, image, mainEntityOfPage, name, numConstraints, populationType, potentialAction, sameAs, subjectOf, url				"A StatisticalPopulation is a set of instances of a certain given type that satisfy some set of constraints. The property <a class=""localLink"" href=""/populationType"">populationType</a> is used to specify the type. Any property that can be used on instances of that type can appear on the statistical population. For example, a <a class=""localLink"" href=""/StatisticalPopulation"">StatisticalPopulation</a> representing all <a class=""localLink"" href=""/Person"">Person</a>s with a <a class=""localLink"" href=""/homeLocation"">homeLocation</a> of East Podunk California would be described by applying the appropriate <a class=""localLink"" href=""/homeLocation"">homeLocation</a> and <a class=""localLink"" href=""/populationType"">populationType</a> properties to a <a class=""localLink"" href=""/StatisticalPopulation"">StatisticalPopulation</a> item that stands for that set of people.
The properties <a class=""localLink"" href=""/numConstraints"">numConstraints</a> and <a class=""localLink"" href=""/constrainingProperty"">constrainingProperty</a> are used to specify which of the populations properties are used to specify the population. Note that the sense of ""population"" used here is the general sense of a statistical
population, and does not imply that the population consists of people. For example, a <a class=""localLink"" href=""/populationType"">populationType</a> of <a class=""localLink"" href=""/Event"">Event</a> or <a class=""localLink"" href=""/NewsArticle"">NewsArticle</a> could be used. See also <a class=""localLink"" href=""/Observation"">Observation</a>, and the <a href=""/docs/data-and-datasets.html"">data and datasets</a> overview for more details."
enumeration	enumeration	Enumeration	is_a_status_enumeration	status_enumeration	status-enumeration	StatusEnumeration	StatusEnumeration					ActionStatusType, EventStatusType, GameServerStatus, LegalForceStatus, OrderStatus, PaymentStatusType, ReservationStatusType			Lists or enumerations dealing with status types.
qualitative-value	qualitative_value	QualitativeValue	is_a_steering_position_value	steering_position_value	steering-position-value	SteeringPositionValue	SteeringPositionValue				additionalProperty, equal, greater, greaterOrEqual, lesser, lesserOrEqual, nonEqual, valueReference				A value indicating a steering position.
local-business	local_business	LocalBusiness	is_a_store	store	store	Store	Store				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID	AutoPartsStore, BikeStore, BookStore, ClothingStore, ComputerStore, ConvenienceStore, DepartmentStore, ElectronicsStore, Florist, FurnitureStore, GardenStore, GroceryStore, HardwareStore, HobbyShop, HomeGoodsStore, JewelryStore, LiquorStore, MensClothingStore, MobilePhoneStore, MovieRentalStore, MusicStore, OfficeEquipmentStore, OutletStore, PawnShop, PetStore, ShoeStore, SportingGoodsStore, TireShop, ToyStore, WholesaleStore			A retail good store.
refund-type-enumeration	refund_type_enumeration	RefundTypeEnumeration	is_a_store_credit_refund	store_credit_refund	store-credit-refund	StoreCreditRefund	StoreCreditRefund	RefundTypeEnumeration		https://pending.schema.org					Specifies that the customer receives a store credit as refund when returning a product.
physical-activity-category	physical_activity_category	PhysicalActivityCategory	is_a_strength_training	strength_training	strength-training	StrengthTraining	StrengthTraining	PhysicalActivityCategory							Physical activity that is engaged in to improve muscle and bone strength. Also referred to as resistance training.
intangible	intangible	Intangible	is_a_structured_value	structured_value	structured-value	StructuredValue	StructuredValue				additionalType, alternateName, description, disambiguatingDescription, identifier, image, mainEntityOfPage, name, potentialAction, sameAs, subjectOf, url	CDCPMDRecord, ContactPoint, DatedMoneySpecification, DefinedRegion, DeliveryTimeSettings, EngineSpecification, ExchangeRateSpecification, GeoCoordinates, GeoShape, InteractionCounter, MonetaryAmount, NutritionInformation, OfferShippingDetails, OpeningHoursSpecification, OwnershipInfo, PostalCodeRangeSpecification, PriceSpecification, PropertyValue, QuantitativeValue, QuantitativeValueDistribution, RepaymentSpecification, ShippingDeliveryTime, ShippingRateSettings, TypeAndQuantityNode, WarrantyPromise			Structured values are used when the value of a property has a more complex structure than simply being a textual value or a reference to another thing.
music-album-production-type	music_album_production_type	MusicAlbumProductionType	is_a_studio_album	studio_album	studio-album	StudioAlbum	StudioAlbum	MusicAlbumProductionType							StudioAlbum.
interact-action	interact_action	InteractAction	is_a_subscribe_action	subscribe_action	subscribe-action	SubscribeAction	SubscribeAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, startTime, subjectOf, target, url				"The act of forming a personal connection with someone/something (object) unidirectionally/asymmetrically to get updates pushed to.<br/><br/>

Related actions:<br/><br/>

<ul>
<li><a class=""localLink"" href=""/FollowAction"">FollowAction</a>: Unlike FollowAction, SubscribeAction implies that the subscriber acts as a passive agent being constantly/actively pushed for updates.</li>
<li><a class=""localLink"" href=""/RegisterAction"">RegisterAction</a>: Unlike RegisterAction, SubscribeAction implies that the agent is interested in continuing receiving updates from the object.</li>
<li><a class=""localLink"" href=""/JoinAction"">JoinAction</a>: Unlike JoinAction, SubscribeAction implies that the agent is interested in continuing receiving updates from the object.</li>
</ul>"
price-component-type-enumeration	price_component_type_enumeration	PriceComponentTypeEnumeration	is_a_subscription	subscription	subscription	Subscription	Subscription	PriceComponentTypeEnumeration		https://pending.schema.org					Represents the subscription pricing component of the total price for an offered product.
medical-entity	medical_entity	MedicalEntity	is_a_substance	substance	substance	Substance	Substance		http://purl.bioontology.org/ontology/SNOMEDCT/105590001		activeIngredient, additionalType, alternateName, code, description, disambiguatingDescription, funding, guideline, identifier, image, legalStatus, mainEntityOfPage, maximumIntake, medicineSystem, name, potentialAction, recognizingAuthority, relevantSpecialty, sameAs, study, subjectOf, url	DietarySupplement, Drug			Any matter of defined composition that has discrete existence, whose origin may be biological, mineral or chemical.
civic-structure	civic_structure	CivicStructure	is_a_subway_station	subway_station	subway-station	SubwayStation	SubwayStation				additionalProperty, additionalType, address, aggregateRating, alternateName, amenityFeature, branchCode, containedIn, containedInPlace, containsPlace, description, disambiguatingDescription, event, events, faxNumber, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasDriveThroughService, hasMap, identifier, image, isAccessibleForFree, isicV4, keywords, latitude, logo, longitude, mainEntityOfPage, map, maps, maximumAttendeeCapacity, name, openingHours, openingHoursSpecification, photo, photos, potentialAction, publicAccess, review, reviews, sameAs, slogan, smokingAllowed, specialOpeningHoursSpecification, subjectOf, telephone, tourBookingPage, url				A subway station.
accommodation	accommodation	Accommodation	is_a_suite	suite	suite	Suite	Suite				accommodationCategory, accommodationFloorPlan, additionalProperty, additionalType, address, aggregateRating, alternateName, amenityFeature, bed, branchCode, containedIn, containedInPlace, containsPlace, description, disambiguatingDescription, event, events, faxNumber, floorLevel, floorSize, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasDriveThroughService, hasMap, identifier, image, isAccessibleForFree, isicV4, keywords, latitude, leaseLength, logo, longitude, mainEntityOfPage, map, maps, maximumAttendeeCapacity, name, numberOfBathroomsTotal, numberOfBedrooms, numberOfFullBathrooms, numberOfPartialBathrooms, numberOfRooms, occupancy, openingHoursSpecification, permittedUsage, petsAllowed, photo, photos, potentialAction, publicAccess, review, reviews, sameAs, slogan, smokingAllowed, specialOpeningHoursSpecification, subjectOf, telephone, tourBookingPage, url, yearBuilt				"A suite in a hotel or other public accommodation, denotes a class of luxury accommodations, the key feature of which is multiple rooms (source: Wikipedia, the free encyclopedia, see <a href=""http://en.wikipedia.org/wiki/Suite_(hotel)"">http://en.wikipedia.org/wiki/Suite_(hotel)</a>).
<br /><br />
See also the <a href=""/docs/hotels.html"">dedicated document on the use of schema.org for marking up hotels and other forms of accommodations</a>."
day-of-week	day_of_week	DayOfWeek	is_a_sunday	sunday	sunday	Sunday	Sunday	DayOfWeek							The day of the week between Saturday and Monday.
medical-entity	medical_entity	MedicalEntity	is_a_superficial_anatomy	superficial_anatomy	superficial-anatomy	SuperficialAnatomy	SuperficialAnatomy				additionalType, alternateName, associatedPathophysiology, code, description, disambiguatingDescription, funding, guideline, identifier, image, legalStatus, mainEntityOfPage, medicineSystem, name, potentialAction, recognizingAuthority, relatedAnatomy, relatedCondition, relatedTherapy, relevantSpecialty, sameAs, significance, study, subjectOf, url				Anatomical features that can be observed by sight (without dissection), including the form and proportions of the human body as well as surface landmarks that correspond to deeper subcutaneous structures. Superficial anatomy plays an important role in sports medicine, phlebotomy, and other medical specialties as underlying anatomical structures can be identified through surface palpation. For example, during back surgery, superficial anatomy can be used to palpate and count vertebrae to find the site of incision. Or in phlebotomy, superficial anatomy can be used to locate an underlying vein; for example, the median cubital vein can be located by palpating the borders of the cubital fossa (such as the epicondyles of the humerus) and then looking for the superficial signs of the vein, such as size, prominence, ability to refill after depression, and feel of surrounding tissue support. As another example, in a subluxation (dislocation) of the glenohumeral joint, the bony structure becomes pronounced with the deltoid muscle failing to cover the glenohumeral joint allowing the edges of the scapula to be superficially visible. Here, the superficial anatomy is the visible edges of the scapula, implying the underlying dislocation of the joint (the related anatomical structure).
medical-specialty	medical_specialty	MedicalSpecialty	is_a_surgical	surgical	surgical	Surgical	Surgical	MedicalSpecialty							A specific branch of medical science that pertains to treating diseases, injuries and deformities by manual and instrumental means.
medical-procedure	medical_procedure	MedicalProcedure	is_a_surgical_procedure	surgical_procedure	surgical-procedure	SurgicalProcedure	SurgicalProcedure		http://purl.bioontology.org/ontology/SNOMEDCT/387713003		additionalType, alternateName, bodyLocation, code, description, disambiguatingDescription, followup, funding, guideline, howPerformed, identifier, image, legalStatus, mainEntityOfPage, medicineSystem, name, potentialAction, preparation, procedureType, recognizingAuthority, relevantSpecialty, sameAs, status, study, subjectOf, url				A medical procedure involving an incision with instruments; performed for diagnose, or therapeutic purposes.
control-action	control_action	ControlAction	is_a_suspend_action	suspend_action	suspend-action	SuspendAction	SuspendAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, startTime, subjectOf, target, url				The act of momentarily pausing a device or application (e.g. pause music playback or pause a timer).
medical-study-status	medical_study_status	MedicalStudyStatus	is_a_suspended	suspended	suspended	Suspended	Suspended	MedicalStudyStatus							Suspended.
health-aspect-enumeration	health_aspect_enumeration	HealthAspectEnumeration	is_a_symptoms_health_aspect	symptoms_health_aspect	symptoms-health-aspect	SymptomsHealthAspect	SymptomsHealthAspect	HealthAspectEnumeration		https://pending.schema.org					Symptoms or related symptoms of a Topic.
place-of-worship	place_of_worship	PlaceOfWorship	is_a_synagogue	synagogue	synagogue	Synagogue	Synagogue				additionalProperty, additionalType, address, aggregateRating, alternateName, amenityFeature, branchCode, containedIn, containedInPlace, containsPlace, description, disambiguatingDescription, event, events, faxNumber, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasDriveThroughService, hasMap, identifier, image, isAccessibleForFree, isicV4, keywords, latitude, logo, longitude, mainEntityOfPage, map, maps, maximumAttendeeCapacity, name, openingHours, openingHoursSpecification, photo, photos, potentialAction, publicAccess, review, reviews, sameAs, slogan, smokingAllowed, specialOpeningHoursSpecification, subjectOf, telephone, tourBookingPage, url				A synagogue.
web-page-element	web_page_element	WebPageElement	is_a_table	table	table	Table	Table				about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedMedia, audience, audio, author, award, awards, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, cssSelector, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, learningResourceType, license, locationCreated, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pattern, position, potentialAction, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, releasedEvent, review, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, size, sourceOrganization, spatial, spatialCoverage, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation, xpath				A table on a Web page.
transfer-action	transfer_action	TransferAction	is_a_take_action	take_action	take-action	TakeAction	TakeAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, fromLocation, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, startTime, subjectOf, target, toLocation, url				"The act of gaining ownership of an object from an origin. Reciprocal of GiveAction.<br/><br/>

Related actions:<br/><br/>

<ul>
<li><a class=""localLink"" href=""/GiveAction"">GiveAction</a>: The reciprocal of TakeAction.</li>
<li><a class=""localLink"" href=""/ReceiveAction"">ReceiveAction</a>: Unlike ReceiveAction, TakeAction implies that ownership has been transferred.</li>
</ul>"
health-and-beauty-business	health_and_beauty_business	HealthAndBeautyBusiness	is_a_tattoo_parlor	tattoo_parlor	tattoo-parlor	TattooParlor	TattooParlor				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				A tattoo parlor.
service	service	Service	is_a_taxi	taxi	taxi	Taxi	Taxi				additionalType, aggregateRating, alternateName, areaServed, audience, availableChannel, award, brand, broker, category, description, disambiguatingDescription, hasOfferCatalog, hoursAvailable, identifier, image, isRelatedTo, isSimilarTo, logo, mainEntityOfPage, name, offers, potentialAction, produces, provider, providerMobility, review, sameAs, serviceArea, serviceAudience, serviceOutput, serviceType, slogan, subjectOf, termsOfService, url			TaxiService	A taxi.
reservation	reservation	Reservation	is_a_taxi_reservation	taxi_reservation	taxi-reservation	TaxiReservation	TaxiReservation				additionalType, alternateName, bookingAgent, bookingTime, broker, description, disambiguatingDescription, identifier, image, mainEntityOfPage, modifiedTime, name, partySize, pickupLocation, pickupTime, potentialAction, priceCurrency, programMembershipUsed, provider, reservationFor, reservationId, reservationStatus, reservedTicket, sameAs, subjectOf, totalPrice, underName, url				"A reservation for a taxi.<br/><br/>

Note: This type is for information about actual reservations, e.g. in confirmation emails or HTML pages with individual confirmations of reservations. For offers of tickets, use <a class=""localLink"" href=""/Offer"">Offer</a>."
service	service	Service	is_a_taxi_service	taxi_service	taxi-service	TaxiService	TaxiService				additionalType, aggregateRating, alternateName, areaServed, audience, availableChannel, award, brand, broker, category, description, disambiguatingDescription, hasOfferCatalog, hoursAvailable, identifier, image, isRelatedTo, isSimilarTo, logo, mainEntityOfPage, name, offers, potentialAction, produces, provider, providerMobility, review, sameAs, serviceArea, serviceAudience, serviceOutput, serviceType, slogan, subjectOf, termsOfService, url		Taxi		A service for a vehicle for hire with a driver for local travel. Fares are usually calculated based on distance traveled.
civic-structure	civic_structure	CivicStructure	is_a_taxi_stand	taxi_stand	taxi-stand	TaxiStand	TaxiStand				additionalProperty, additionalType, address, aggregateRating, alternateName, amenityFeature, branchCode, containedIn, containedInPlace, containsPlace, description, disambiguatingDescription, event, events, faxNumber, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasDriveThroughService, hasMap, identifier, image, isAccessibleForFree, isicV4, keywords, latitude, logo, longitude, mainEntityOfPage, map, maps, maximumAttendeeCapacity, name, openingHours, openingHoursSpecification, photo, photos, potentialAction, publicAccess, review, reviews, sameAs, slogan, smokingAllowed, specialOpeningHoursSpecification, subjectOf, telephone, tourBookingPage, url				A taxi stand.
car-usage-type	car_usage_type	CarUsageType	is_a_taxi_vehicle_usage	taxi_vehicle_usage	taxi-vehicle-usage	TaxiVehicleUsage	TaxiVehicleUsage	CarUsageType		https://auto.schema.org					Indicates the usage of the car as a taxi.
thing	thing	Thing	is_a_taxon	taxon	taxon	Taxon	Taxon			https://pending.schema.org	additionalType, alternateName, childTaxon, description, disambiguatingDescription, hasDefinedTerm, identifier, image, mainEntityOfPage, name, parentTaxon, potentialAction, sameAs, subjectOf, taxonRank, url				A set of organisms asserted to represent a natural cohesive biological unit.
