label-dash	rangeIncludes	domainIncludes	label_snail	label	isPartOf	subPropertyOf	equivalentProperty	subproperties	inverseOf	supersedes	supersededBy	comment
maintainer	"Organization, Person"	CreativeWork	maintainer	maintainer	pending:							"A maintainer of a <a class=""localLink"" href=""/Dataset"">Dataset</a>, software package (<a class=""localLink"" href=""/SoftwareApplication"">SoftwareApplication</a>), or other <a class=""localLink"" href=""/Project"">Project</a>. A maintainer is a <a class=""localLink"" href=""/Person"">Person</a> or <a class=""localLink"" href=""/Organization"">Organization</a> that manages contributions to, and/or publication of, some (typically complex) artifact. It is common for distributions of software and data to be based on ""upstream"" sources. When <a class=""localLink"" href=""/maintainer"">maintainer</a> is applied to a specific version of something e.g. a particular version or packaging of a <a class=""localLink"" href=""/Dataset"">Dataset</a>, it is always  possible that the upstream source has a different maintainer. The <a class=""localLink"" href=""/isBasedOn"">isBasedOn</a> property can be used to indicate such relationships between datasets to make the different maintenance roles clear. Similarly in the case of software, a package may have dedicated maintainers working on integration into software distributions such as Ubuntu, as well as upstream maintainers of the underlying work."
member	"Organization, Person"	"Organization, ProgramMembership"	member	member					memberOf	"members, musicGroupMember"		A member of an Organization or a ProgramMembership. Organizations can be members of organizations; ProgramMembership is typically for individuals.
members	"Organization, Person"	"Organization, ProgramMembership"	members	members							member	A member of this organization.
merchant	"Organization, Person"	Order	merchant	merchant							seller	'merchant' is an out-dated term for 'seller'.
offered-by	"Organization, Person"	Offer	offered_by	offeredBy					makesOffer			A pointer to the organization or person making the offer.
organizer	"Organization, Person"	Event	organizer	organizer								An organizer of an Event.
participant	"Organization, Person"	Action	participant	participant				"borrower, buyer, endorsee, landlord, lender, loser, opponent, realEstateAgent, recipient, seller, sender, sportsTeam, vendor, winner"				Other co-agents that participated in the action indirectly. E.g. John wrote a book with <em>Steve</em>.
performer	"Organization, Person"	Event	performer	performer						performers		"A performer at the event&#x2014;for example, a presenter, musician, musical group or actor."
performers	"Organization, Person"	Event	performers	performers							performer	"The main performer or performers of the event&#x2014;for example, a presenter, musician, or actor."
producer	"Organization, Person"	CreativeWork	producer	producer								"The person or organization who produced the work (e.g. music album, movie, TV/radio series etc.)."
provider	"Organization, Person"	"Action, CreativeWork, EducationalOccupationalProgram, Invoice, ParcelDelivery, Reservation, Service, Trip"	provider	provider	pending:					carrier		"The service provider, service operator, or service performer; the goods producer. Another party (a seller) may offer those services or goods on behalf of the provider. A provider may also serve as the seller."
published-by	"Organization, Person"	PublicationEvent	published_by	publishedBy	https://bib.schema.org							An agent associated with the publication event.
publisher	"Organization, Person"	CreativeWork	publisher	publisher								The publisher of the creative work.
reviewed-by	"Organization, Person"	WebPage	reviewed_by	reviewedBy								People or organizations that have reviewed the content on this web page for accuracy and/or completeness.
sd-publisher	"Organization, Person"	CreativeWork	sd_publisher	sdPublisher	pending:							"Indicates the party responsible for generating and publishing the current structured data markup, typically in cases where the structured data is derived automatically from existing published content but published on a different site. For example, student projects and open data initiatives often re-publish existing content with more explicitly structured metadata. The
<a class=""localLink"" href=""/sdPublisher"">sdPublisher</a> property helps make such practices more explicit."
seller	"Organization, Person"	"BuyAction, Demand, Flight, Offer, Order"	seller	seller		participant				"merchant, vendor"		An entity which offers (sells / leases / lends / loans) the services / goods.  A seller may also be a provider.
spoken-by-character	"Organization, Person"	Quotation	spoken_by_character	spokenByCharacter	pending:							"The (e.g. fictional) character, Person or Organization to whom the quotation is attributed within the containing CreativeWork."
sponsor	"Organization, Person"	"CreativeWork, Event, Grant, MedicalStudy, Organization, Person"	sponsor	sponsor				funder				"A person or organization that supports a thing through a pledge, promise, or financial contribution. E.g. a sponsor of a Medical Study or a corporate sponsor of an event."
translator	"Organization, Person"	"CreativeWork, Event"	translator	translator								"Organization or person who adapts a creative work to different languages, regional differences and technical requirements of a target market, or that translates during some event."
under-name	"Organization, Person"	"Reservation, Ticket"	under_name	underName								The person or organization the reservation or ticket is for.
vendor	"Organization, Person"	BuyAction	vendor	vendor		participant					seller	'vendor' is an earlier term for 'seller'.
member-of	"Organization, ProgramMembership"	"Organization, Person"	member_of	memberOf				affiliation	member			An Organization (or ProgramMembership) to which this Person or Organization belongs.
owns	"OwnershipInfo, Product"	"Organization, Person"	owns	owns								Products owned by the organization or person.
order-delivery	ParcelDelivery	"Order, OrderItem"	order_delivery	orderDelivery								The delivery of the parcel related to this order or order item.
applies-to-payment-method	PaymentMethod	PaymentChargeSpecification	applies_to_payment_method	appliesToPaymentMethod								The payment method(s) to which the payment charge specification applies.
payment-method	PaymentMethod	"Invoice, Order"	payment_method	paymentMethod								The name of the credit card or other method of payment for the order.
payment-status	"PaymentStatusType, Text"	Invoice	payment_status	paymentStatus								The status of payment; whether the invoice has been paid or not.
accountable-person	Person	CreativeWork	accountable_person	accountablePerson								Specifies the Person that is legally accountable for the CreativeWork.
actor	Person	"Clip, CreativeWorkSeason, Episode, Event, Movie, MovieSeries, PodcastSeries, RadioSeries, TVSeries, VideoGame, VideoGameSeries, VideoObject"	actor	actor				readBy		actors		"An actor, e.g. in TV, radio, movie, video games etc., or in an event. Actors can be associated with individual items or with a series, episode, clip."
actors	Person	"Clip, Episode, Movie, MovieSeries, RadioSeries, TVSeries, VideoGame, VideoGameSeries, VideoObject"	actors	actors							actor	"An actor, e.g. in TV, radio, movie, video games etc. Actors can be associated with individual items or with a series, episode, clip."
alumni	Person	"EducationalOrganization, Organization"	alumni	alumni					alumniOf			Alumni of an organization.
artist	Person	"ComicIssue, ComicStory, VisualArtwork"	artist	artist	https://bib.schema.org							"The primary artist for a work
        in a medium other than pencils or digital line art--for example, if the
        primary artwork is done in watercolors or digital paints."
athlete	Person	SportsTeam	athlete	athlete								A person that acts as performing member of a sports team; a player as opposed to a coach.
borrower	Person	LendAction	borrower	borrower		participant						A sub property of participant. The person that borrows the object being lent.
candidate	Person	VoteAction	candidate	candidate		object						A sub property of object. The candidate subject of this action.
character	Person	CreativeWork	character	character								Fictional person connected with a creative work.
children	Person	Person	children	children								A child of the person.
coach	Person	SportsTeam	coach	coach								A person that acts in a coaching role for a sports team.
colleagues	Person	Person	colleagues	colleagues							colleague	A colleague of the person.
colorist	Person	"ComicIssue, ComicStory, VisualArtwork"	colorist	colorist	https://bib.schema.org							The individual who adds color to inked drawings.
director	Person	"Clip, CreativeWorkSeason, Episode, Event, Movie, MovieSeries, RadioSeries, TVSeries, VideoGame, VideoGameSeries, VideoObject"	director	director						directors		"A director of e.g. TV, radio, movie, video gaming etc. content, or of an event. Directors can be associated with individual items or with a series, episode, clip."
directors	Person	"Clip, Episode, Movie, MovieSeries, RadioSeries, TVSeries, VideoGame, VideoGameSeries, VideoObject"	directors	directors							director	"A director of e.g. TV, radio, movie, video games etc. content. Directors can be associated with individual items or with a series, episode, clip."
editor	Person	CreativeWork	editor	editor								Specifies the Person who edited the CreativeWork.
employee	Person	Organization	employee	employee						employees		Someone working for this organization.
employees	Person	Organization	employees	employees							employee	People working for this organization.
follows	Person	Person	follows	follows								The most generic uni-directional social relation.
founder	Person	Organization	founder	founder						founders		A person who founded this organization.
founders	Person	Organization	founders	founders							founder	A person who founded this organization.
illustrator	Person	Book	illustrator	illustrator								The illustrator of the book.
inker	Person	"ComicIssue, ComicStory, VisualArtwork"	inker	inker	https://bib.schema.org							The individual who traces over the pencil drawings in ink after pencils are complete.
instructor	Person	CourseInstance	instructor	instructor								"A person assigned to instruct or provide instructional assistance for the <a class=""localLink"" href=""/CourseInstance"">CourseInstance</a>."
knows	Person	Person	knows	knows								The most generic bi-directional social/work relation.
letterer	Person	"ComicIssue, ComicStory, VisualArtwork"	letterer	letterer	https://bib.schema.org							"The individual who adds lettering, including speech balloons and sound effects, to artwork."
loser	Person	WinAction	loser	loser		participant						A sub property of participant. The loser of the action.
lyricist	Person	MusicComposition	lyricist	lyricist								The person who wrote the words.
music-group-member	Person	MusicGroup	music_group_member	musicGroupMember							member	"A member of a music group&#x2014;for example, John, Paul, George, or Ringo."
opponent	Person	ExerciseAction	opponent	opponent		participant						A sub property of participant. The opponent on this action.
parent	Person	Person	parent	parent						parents		A parent of this person.
parents	Person	Person	parents	parents							parent	A parents of the person.
penciler	Person	"ComicIssue, ComicStory, VisualArtwork"	penciler	penciler	https://bib.schema.org							The individual who draws the primary narrative artwork.
read-by	Person	Audiobook	read_by	readBy	https://bib.schema.org	actor						A person who reads (performs) the audiobook.
related-to	Person	Person	related_to	relatedTo								The most generic familial relation.
sibling	Person	Person	sibling	sibling						siblings		A sibling of the person.
siblings	Person	Person	siblings	siblings							sibling	A sibling of the person.
spouse	Person	Person	spouse	spouse								The person's spouse.
winner	Person	LoseAction	winner	winner		participant						A sub property of participant. The winner of the action.
away-team	"Person, SportsTeam"	SportsEvent	away_team	awayTeam		competitor						The away team in a sports event.
competitor	"Person, SportsTeam"	SportsEvent	competitor	competitor				"awayTeam, homeTeam"				A competitor in a sports event.
home-team	"Person, SportsTeam"	SportsEvent	home_team	homeTeam		competitor						The home team in a sports event.
colleague	"Person, URL"	Person	colleague	colleague						colleagues		A colleague of the person.
identifying-exam	PhysicalExam	MedicalSign	identifying_exam	identifyingExam								A physical examination that can identify this sign.
price-component-type	PriceComponentTypeEnumeration	UnitPriceSpecification	price_component_type	priceComponentType	pending:							"Identifies a price component (for example, a line item on an invoice), part of the total price for an offer."
eligible-transaction-volume	PriceSpecification	"Demand, Offer, PriceSpecification"	eligible_transaction_volume	eligibleTransactionVolume								"The transaction volume, in a monetary unit, for which the offer or price specification is valid, e.g. for indicating a minimal purchasing volume, to express free shipping above a certain order volume, or to limit the acceptance of credit cards to purchases to a certain minimal amount."
health-plan-copay	PriceSpecification	HealthPlanCostSharingSpecification	health_plan_copay	healthPlanCopay	pending:							The copay amount.
price-specification	PriceSpecification	"Demand, Offer, TradeAction"	price_specification	priceSpecification								"One or more detailed price specifications, indicating the unit price and delivery or payment charges."
price-type	"PriceTypeEnumeration, Text"	"CompoundPriceSpecification, UnitPriceSpecification"	price_type	priceType								"Defines the type of a price specified for an offered product, for example a list price, a (temporary) sale price or a manufacturer suggested retail price. If multiple prices are specified for an offer the <a class=""localLink"" href=""/priceType"">priceType</a> property can be used to identify the type of each such specified price. The value of priceType can be specified as a value from enumeration PriceTypeEnumeration or as a free form text string for price types that are not already predefined in PriceTypeEnumeration."
has-variant	Product	ProductGroup	has_variant	hasVariant	pending:				isVariantOf			"Indicates a <a class=""localLink"" href=""/Product"">Product</a> that is a member of this <a class=""localLink"" href=""/ProductGroup"">ProductGroup</a> (or <a class=""localLink"" href=""/ProductModel"">ProductModel</a>)."
is-accessory-or-spare-part-for	Product	Product	is_accessory_or_spare_part_for	isAccessoryOrSparePartFor								A pointer to another product (or multiple products) for which this product is an accessory or spare part.
is-consumable-for	Product	Product	is_consumable_for	isConsumableFor								A pointer to another product (or multiple products) for which this product is a consumable.
item-shipped	Product	ParcelDelivery	item_shipped	itemShipped								Item(s) being shipped.
is-related-to	"Product, Service"	"Product, Service"	is_related_to	isRelatedTo								"A pointer to another, somehow related product (or multiple products)."
is-similar-to	"Product, Service"	"Product, Service"	is_similar_to	isSimilarTo								"A pointer to another, functionally similar product (or multiple products)."
type-of-good	"Product, Service"	"OwnershipInfo, TypeAndQuantityNode"	type_of_good	typeOfGood								The product that this structured value is referring to.
product-supported	"Product, Text"	ContactPoint	product_supported	productSupported								"The product or service this support contact point is related to (such as product support for a particular product line). This can be a specific product or product line (e.g. ""iPhone"") or a general category of products or services (e.g. ""smartphones"")."
material	"Product, Text, URL"	"CreativeWork, Product"	material	material				"artMedium, surface"				"A material that something is made from, e.g. leather, wool, cotton, paper."
is-variant-of	"ProductGroup, ProductModel"	"Product, ProductModel"	is_variant_of	isVariantOf					hasVariant			"Indicates the kind of product that this is a variant of. In the case of <a class=""localLink"" href=""/ProductModel"">ProductModel</a>, this is a pointer (from a ProductModel) to a base product from which this product is a variant. It is safe to infer that the variant inherits all product features from the base model, unless defined locally. This is not transitive. In the case of a <a class=""localLink"" href=""/ProductGroup"">ProductGroup</a>, the group description also serves as a template, representing a set of Products that vary on explicitly defined, specific dimensions only (so it defines both a set of variants, as well as which values distinguish amongst those variants). When used with <a class=""localLink"" href=""/ProductGroup"">ProductGroup</a>, this property can apply to any <a class=""localLink"" href=""/Product"">Product</a> included in the group."
predecessor-of	ProductModel	ProductModel	predecessor_of	predecessorOf								"A pointer from a previous, often discontinued variant of the product to its newer variant."
successor-of	ProductModel	ProductModel	successor_of	successorOf								"A pointer from a newer variant of a product  to its previous, often discontinued predecessor."
model	"ProductModel, Text"	Product	model	model								The model of the product. Use with the URL of a ProductModel or a textual representation of the model identifier. The URL of the ProductModel can be from an external source. It is recommended to additionally provide strong product identifiers via the gtin8/gtin13/gtin14 and mpn properties.
program-membership-used	ProgramMembership	Reservation	program_membership_used	programMembershipUsed								"Any membership in a frequent flyer, hotel loyalty program, etc. being applied to the reservation."
inverse-of	Property	Property	inverse_of	inverseOf	https://meta.schema.org							"Relates a property to a property that is its inverse. Inverse properties relate the same pairs of items to each other, but in reversed direction. For example, the 'alumni' and 'alumniOf' properties are inverseOf each other. Some properties don't have explicit inverses; in these situations RDFa and JSON-LD syntax for reverse properties can be used."
measured-property	Property	Observation	measured_property	measuredProperty	pending:							"The measuredProperty of an <a class=""localLink"" href=""/Observation"">Observation</a>, either a schema.org property, a property from other RDF-compatible systems, e.g. W3C RDF Data Cube, or schema.org extensions such as <a href=""https://www.gs1.org/voc/?show=properties"">GS1's</a>."
additional-property	PropertyValue	"MerchantReturnPolicy, Place, Product, QualitativeValue, QuantitativeValue"	additional_property	additionalProperty								"A property-value pair representing an additional characteristic of the entity, e.g. a product feature or another characteristic for which there is no matching property in schema.org.<br/><br/>

Note: Publishers should be aware that applications designed to use specific schema.org properties (e.g. width, color, gtin13, ...) will typically expect such data to be provided using those properties, rather than using the generic property/value mechanism."
exif-data	"PropertyValue, Text"	ImageObject	exif_data	exifData								exif data for this object.
variable-measured	"PropertyValue, Text"	Dataset	variable_measured	variableMeasured	pending:							"The variableMeasured property can indicate (repeated as necessary) the  variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue."
has-representation	"PropertyValue, Text, URL"	BioChemEntity	has_representation	hasRepresentation	pending:			"hasBioPolymerSequence, inChI, inChIKey, smiles"				A common representation such as a protein sequence or chemical structure for this entity. For images use schema.org/image.
identifier	"PropertyValue, Text, URL"	Thing	identifier	identifier			dc:identifier	"accountId, asin, callSign, confirmationNumber, duns, editEIDR, flightNumber, globalLocationNumber, gtin, gtin12, gtin13, gtin14, gtin8, isbn, issn, legislationIdentifier, leiCode, nsn, orderNumber, productID, serialNumber, sku, taxID, titleEIDR"				"The identifier property represents any kind of identifier for any kind of <a class=""localLink"" href=""/Thing"">Thing</a>, such as ISBNs, GTIN codes, UUIDs etc. Schema.org provides dedicated properties for representing many of these, either as textual strings or as URL (URI) links. See <a href=""/docs/datamodel.html#identifierBg"">background notes</a> for more details."
taxon-rank	"PropertyValue, Text, URL"	Taxon	taxon_rank	taxonRank	pending:							The taxonomic rank of this taxon given preferably as a URI from a controlled vocabulary � typically the ranks from TDWG TaxonRank ontology or equivalent Wikidata URIs.
publication	PublicationEvent	CreativeWork	publication	publication								A publication event associated with the item.
released-event	PublicationEvent	CreativeWork	released_event	releasedEvent								"The place and time the release was issued, expressed as a PublicationEvent."
equal	QualitativeValue	QualitativeValue	equal	equal								This ordering relation for qualitative values indicates that the subject is equal to the object.
greater	QualitativeValue	QualitativeValue	greater	greater								This ordering relation for qualitative values indicates that the subject is greater than the object.
greater-or-equal	QualitativeValue	QualitativeValue	greater_or_equal	greaterOrEqual								This ordering relation for qualitative values indicates that the subject is greater than or equal to the object.
lesser	QualitativeValue	QualitativeValue	lesser	lesser								This ordering relation for qualitative values indicates that the subject is lesser than the object.
lesser-or-equal	QualitativeValue	QualitativeValue	lesser_or_equal	lesserOrEqual								This ordering relation for qualitative values indicates that the subject is lesser than or equal to the object.
non-equal	QualitativeValue	QualitativeValue	non_equal	nonEqual								This ordering relation for qualitative values indicates that the subject is not equal to the object.
broadcast-signal-modulation	"QualitativeValue, Text"	BroadcastFrequencySpecification	broadcast_signal_modulation	broadcastSignalModulation	pending:							"The modulation (e.g. FM, AM, etc) used by a particular broadcast service."
lodging-unit-type	"QualitativeValue, Text"	LodgingReservation	lodging_unit_type	lodgingUnitType								"Textual description of the unit type (including suite vs. room, size of bed, etc.)."
passenger-priority-status	"QualitativeValue, Text"	FlightReservation	passenger_priority_status	passengerPriorityStatus								The priority status assigned to a passenger for security or boarding (e.g. FastTrack or Priority).
seating-type	"QualitativeValue, Text"	Seat	seating_type	seatingType								The type/class of the seat.
body-type	"QualitativeValue, Text, URL"	Vehicle	body_type	bodyType	https://auto.schema.org							"Indicates the design and body style of the vehicle (e.g. station wagon, hatchback, etc.)."
engine-type	"QualitativeValue, Text, URL"	EngineSpecification	engine_type	engineType	https://auto.schema.org							The type of engine or engines powering the vehicle.
fuel-type	"QualitativeValue, Text, URL"	"EngineSpecification, Vehicle"	fuel_type	fuelType								"The type of fuel suitable for the engine or engines of the vehicle. If the vehicle has only one engine, this property can be attached directly to the vehicle."
meets-emission-standard	"QualitativeValue, Text, URL"	Vehicle	meets_emission_standard	meetsEmissionStandard	https://auto.schema.org							Indicates that the vehicle meets the respective emission standard.
vehicle-transmission	"QualitativeValue, Text, URL"	Vehicle	vehicle_transmission	vehicleTransmission								"The type of component used for transmitting the power from a rotating power source to the wheels or other relevant component(s) (""gearbox"" for cars)."
question	Question	AskAction	question	question		object						A sub property of object. A question.
real-estate-agent	RealEstateAgent	RentAction	real_estate_agent	realEstateAgent		participant						A sub property of participant. The real estate agent involved in the action.
recipe	Recipe	CookAction	recipe	recipe		instrument						A sub property of instrument. The recipe/instructions used to perform the action.
recommended-intake	RecommendedDoseSchedule	DietarySupplement	recommended_intake	recommendedIntake								Recommended intake of this supplement for a given population as defined by a specific recommending authority.
refund-type	RefundTypeEnumeration	MerchantReturnPolicy	refund_type	refundType	pending:							"A refund type, from an enumerated list."
loan-repayment-form	RepaymentSpecification	LoanOrCredit	loan_repayment_form	loanRepaymentForm	pending:							A form of paying back money previously borrowed from a lender. Repayment usually takes the form of periodic payments that normally include part principal plus interest in each payment.
sub-reservation	Reservation	ReservationPackage	sub_reservation	subReservation								The individual reservations included in the package. Typically a repeated property.
reservation-status	ReservationStatusType	Reservation	reservation_status	reservationStatus								The current status of the reservation.
suitable-for-diet	RestrictedDiet	"MenuItem, Recipe"	suitable_for_diet	suitableForDiet								"Indicates a dietary restriction or guideline for which this recipe or menu item is suitable, e.g. diabetic, halal etc."
customer-remorse-return-fees	ReturnFeesEnumeration	MerchantReturnPolicy	customer_remorse_return_fees	customerRemorseReturnFees	pending:							The type of return fees if the product is returned due to customer remorse.
item-defect-return-fees	ReturnFeesEnumeration	MerchantReturnPolicy	item_defect_return_fees	itemDefectReturnFees	pending:							The type of return fees for returns of defect products.
return-fees	ReturnFeesEnumeration	MerchantReturnPolicy	return_fees	returnFees	pending:							The type of return fees for purchased products (for any return reason).
customer-remorse-return-label-source	ReturnLabelSourceEnumeration	MerchantReturnPolicy	customer_remorse_return_label_source	customerRemorseReturnLabelSource	pending:							The method (from an enumeration) by which the customer obtains a return shipping label for a product returned due to customer remorse.
item-defect-return-label-source	ReturnLabelSourceEnumeration	MerchantReturnPolicy	item_defect_return_label_source	itemDefectReturnLabelSource	pending:							The method (from an enumeration) by which the customer obtains a return shipping label for a defect product.
return-label-source	ReturnLabelSourceEnumeration	MerchantReturnPolicy	return_label_source	returnLabelSource	pending:							The method (from an enumeration) by which the customer obtains a return shipping label for a product returned for any reason.
return-method	ReturnMethodEnumeration	MerchantReturnPolicy	return_method	returnMethod	pending:							"The type of return method offered, specified from an enumeration."
associated-claim-review	Review	Review	associated_claim_review	associatedClaimReview	pending:	associatedReview						"An associated <a class=""localLink"" href=""/ClaimReview"">ClaimReview</a>, related by specific common content, topic or claim. The expectation is that this property would be most typically used in cases where a single activity is conducting both claim reviews and media reviews, in which case <a class=""localLink"" href=""/relatedMediaReview"">relatedMediaReview</a> would commonly be used on a <a class=""localLink"" href=""/ClaimReview"">ClaimReview</a>, while <a class=""localLink"" href=""/relatedClaimReview"">relatedClaimReview</a> would be used on <a class=""localLink"" href=""/MediaReview"">MediaReview</a>."
associated-media-review	Review	Review	associated_media_review	associatedMediaReview	pending:	associatedReview						"An associated <a class=""localLink"" href=""/MediaReview"">MediaReview</a>, related by specific common content, topic or claim. The expectation is that this property would be most typically used in cases where a single activity is conducting both claim reviews and media reviews, in which case <a class=""localLink"" href=""/relatedMediaReview"">relatedMediaReview</a> would commonly be used on a <a class=""localLink"" href=""/ClaimReview"">ClaimReview</a>, while <a class=""localLink"" href=""/relatedClaimReview"">relatedClaimReview</a> would be used on <a class=""localLink"" href=""/MediaReview"">MediaReview</a>."
associated-review	Review	Review	associated_review	associatedReview	pending:			"associatedClaimReview, associatedMediaReview"				"An associated <a class=""localLink"" href=""/Review"">Review</a>."
result-review	Review	ReviewAction	result_review	resultReview		result						A sub property of result. The review that resulted in the performing of the action.
review	Review	"Brand, CreativeWork, Event, Offer, Organization, Place, Product, Service"	review	review						reviews		A review of the item.
reviews	Review	"CreativeWork, Offer, Organization, Place, Product"	reviews	reviews							review	Review of the item.
rsvp-response	RsvpResponseType	RsvpAction	rsvp_response	rsvpResponse								"The response (yes, no, maybe) to the RSVP."
event-schedule	Schedule	Event	event_schedule	eventSchedule	pending:							"Associates an <a class=""localLink"" href=""/Event"">Event</a> with a <a class=""localLink"" href=""/Schedule"">Schedule</a>. There are circumstances where it is preferable to share a schedule for a series of
      repeating events rather than data on the individual events themselves. For example, a website or application might prefer to publish a schedule for a weekly
      gym class rather than provide data on every event. A schedule could be processed by applications to add forthcoming events to a calendar. An <a class=""localLink"" href=""/Event"">Event</a> that
      is associated with a <a class=""localLink"" href=""/Schedule"">Schedule</a> using this property should not have <a class=""localLink"" href=""/startDate"">startDate</a> or <a class=""localLink"" href=""/endDate"">endDate</a> properties. These are instead defined within the associated
      <a class=""localLink"" href=""/Schedule"">Schedule</a>, this avoids any ambiguity for clients using the data. The property might have repeated values to specify different schedules, e.g. for different months
      or seasons."
ticketed-seat	Seat	Ticket	ticketed_seat	ticketedSeat								The seat associated with the ticket.
issued-through	Service	Permit	issued_through	issuedThrough								The service through which the permit was granted.
provides-service	Service	ServiceChannel	provides_service	providesService								The service provided by this channel.
available-channel	ServiceChannel	Service	available_channel	availableChannel								"A means of accessing the service (e.g. a phone bank, a web site, a location, etc.)."
delivery-time	ShippingDeliveryTime	"DeliveryTimeSettings, OfferShippingDetails"	delivery_time	deliveryTime	pending:							The total delay between the receipt of the order and the goods reaching the final customer.
size-group	"SizeGroupEnumeration, Text"	SizeSpecification	size_group	sizeGroup	pending:							"The size group (also known as ""size type"") for a product's size. Size groups are common in the fashion industry to define size segments and suggested audiences for wearable products. Multiple values can be combined, for example ""men's big and tall"", ""petite maternity"" or ""regular"""
size-system	"SizeSystemEnumeration, Text"	SizeSpecification	size_system	sizeSystem	pending:							"The size system used to identify a product's size. Typically either a standard (for example, ""GS1"" or ""ISO-EN13402""), country code (for example ""US"" or ""JP""), or a measuring system (for example ""Metric"" or ""Imperial"")."
action-application	SoftwareApplication	EntryPoint	action_application	actionApplication						application		An application that can complete the request.
application	SoftwareApplication	EntryPoint	application	application							actionApplication	An application that can complete the request.
software-add-on	SoftwareApplication	SoftwareApplication	software_add_on	softwareAddOn								Additional content for a software application.
target-product	SoftwareApplication	SoftwareSourceCode	target_product	targetProduct								"Target Operating System / Product to which the code applies.  If applies to several versions, just the product name can be used."
interaction-service	"SoftwareApplication, WebSite"	InteractionCounter	interaction_service	interactionService								The WebSite or SoftwareApplication where the interactions took place.
math-expression	"SolveMathAction, Text"	MathSolver	math_expression	mathExpression	pending:							"A mathematical expression (e.g. 'x^2-3x=0') that may be solved for a specific variable, simplified, or transformed. This can take many formats, e.g. LaTeX, Ascii-Math, or math as you would write with a keyboard."
speakable	"SpeakableSpecification, URL"	"Article, WebPage"	speakable	speakable								"Indicates sections of a Web page that are particularly 'speakable' in the sense of being highlighted as being especially appropriate for text-to-speech conversion. Other sections of a page may also be usefully spoken in particular circumstances; the 'speakable' property serves to indicate the parts most likely to be generally useful for speech.<br/><br/>

The <em>speakable</em> property can be repeated an arbitrary number of times, with three kinds of possible 'content-locator' values:<br/><br/>

1.) <em>id-value</em> URL references - uses <em>id-value</em> of an element in the page being annotated. The simplest use of <em>speakable</em> has (potentially relative) URL values, referencing identified sections of the document concerned.<br/><br/>

2.) CSS Selectors - addresses content in the annotated page, e.g. via class attribute. Use the <a class=""localLink"" href=""/cssSelector"">cssSelector</a> property.<br/><br/>

3.)  XPaths - addresses content via XPaths (assuming an XML view of the content). Use the <a class=""localLink"" href=""/xpath"">xpath</a> property.<br/><br/>

For more sophisticated markup of speakable sections beyond simple ID references, either CSS selectors or XPath expressions to pick out document section(s) as speakable. For this
we define a supporting type, <a class=""localLink"" href=""/SpeakableSpecification"">SpeakableSpecification</a>  which is defined to be a possible value of the <em>speakable</em> property."
specialty	Specialty	WebPage	specialty	specialty								One of the domain specialities to which this web page's content applies.
sports-activity-location	SportsActivityLocation	ExerciseAction	sports_activity_location	sportsActivityLocation		location						A sub property of location. The sports activity location where this action occurred.
sports-event	SportsEvent	ExerciseAction	sports_event	sportsEvent		location						A sub property of location. The sports event where this action occurred.
sports-team	SportsTeam	ExerciseAction	sports_team	sportsTeam		participant						A sub property of participant. The sports team that participated on this action.
observed-node	StatisticalPopulation	Observation	observed_node	observedNode	pending:							"The observedNode of an <a class=""localLink"" href=""/Observation"">Observation</a>, often a <a class=""localLink"" href=""/StatisticalPopulation"">StatisticalPopulation</a>."
steering-position	SteeringPositionValue	Vehicle	steering_position	steeringPosition								The position of the steering wheel or similar device (mostly for cars).
child-taxon	"Taxon, Text, URL"	Taxon	child_taxon	childTaxon	pending:				parentTaxon			Closest child taxa of the taxon in question.
parent-taxon	"Taxon, Text, URL"	Taxon	parent_taxon	parentTaxon	pending:				childTaxon			Closest parent taxon of the taxon in question.
aircraft	"Text, Vehicle"	Flight	aircraft	aircraft								"The kind of aircraft (e.g., ""Boeing 747"")."
about	Thing	"CommunicateAction, CreativeWork, Event"	about	about				mainEntity	subjectOf			The subject matter of the content.
character-attribute	Thing	"Game, VideoGameSeries"	character_attribute	characterAttribute								"A piece of data that represents a particular aspect of a fictional character (skill, power, character points, advantage, disadvantage)."
collection	Thing	UpdateAction	collection	collection		object					targetCollection	A sub property of object. The collection target of the action.
error	Thing	Action	error	error								"For failed actions, more information on the cause of the failure."
game-item	Thing	"Game, VideoGameSeries"	game_item	gameItem								"An item is an object within the game world that can be collected by a player or, occasionally, a non-player character."
instrument	Thing	Action	instrument	instrument				"deliveryMethod, diet, exercisePlan, exerciseRelatedDiet, language, query, recipe, supply, tool"				The object that helped the agent perform the action. E.g. John wrote a book with <em>a pen</em>.
item	Thing	"DataFeedItem, ListItem"	item	item								An entity represented by an entry in a list or data feed (e.g. an 'artist' in a list of 'artists').
item-reviewed	Thing	"AggregateRating, Review"	item_reviewed	itemReviewed								The item that is being reviewed/rated.
main-entity	Thing	CreativeWork	main_entity	mainEntity		about			mainEntityOfPage			Indicates the primary entity described in some page or other CreativeWork.
mentions	Thing	CreativeWork	mentions	mentions								"Indicates that the CreativeWork contains a reference to, but is not necessarily about a concept."
object	Thing	Action	object	object				"actionOption, candidate, collection, followee, option, question, replacee, replacer, targetCollection"				"The object upon which the action is carried out, whose state is kept intact or changed. Also known as the semantic roles patient, affected or undergoer (which change their state) or theme (which doesn't). E.g. John read <em>a book</em>."
