sub-type-of	sub_type_of	subTypeOf	is_a_label_snail	label_snail	label-dash	id	label	enumerationtype	equivalentClass	isPartOf	properties	subTypes	supersedes	supersededBy	comment
number	number	Number	is_an_integer	integer	integer	Integer	Integer								Data type: Integer.
action	action	Action	is_an_interact_action	interact_action	interact-action	InteractAction	InteractAction				actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, identifier, image, instrument, location, mainEntityOfPage, name, object, participant, potentialAction, provider, result, sameAs, startTime, subjectOf, target, url	BefriendAction, CommunicateAction, FollowAction, JoinAction, LeaveAction, MarryAction, RegisterAction, SubscribeAction, UnRegisterAction			The act of interacting with another person or organization.
structured-value	structured_value	StructuredValue	is_an_interaction_counter	interaction_counter	interaction-counter	InteractionCounter	InteractionCounter				additionalType, alternateName, description, disambiguatingDescription, endTime, identifier, image, interactionService, interactionType, location, mainEntityOfPage, name, potentialAction, sameAs, startTime, subjectOf, url, userInteractionCount		UserPlusOnes, UserCheckins, UserBlocks, UserLikes, UserDownloads, UserPageVisits, UserComments, UserTweets, UserInteraction, UserPlays		A summary of how users have interacted with this CreativeWork. In most cases, authors will use a subtype to specify the specific type of interaction.
medical-trial-design	medical_trial_design	MedicalTrialDesign	is_an_international_trial	international_trial	international-trial	InternationalTrial	InternationalTrial	MedicalTrialDesign							An international trial.
local-business	local_business	LocalBusiness	is_an_internet_cafe	internet_cafe	internet-cafe	InternetCafe	InternetCafe				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				An internet cafe.
investment-or-deposit	investment_or_deposit	InvestmentOrDeposit	is_an_investment_fund	investment_fund	investment-fund	InvestmentFund	InvestmentFund			https://pending.schema.org	additionalType, aggregateRating, alternateName, amount, annualPercentageRate, areaServed, audience, availableChannel, award, brand, broker, category, description, disambiguatingDescription, feesAndCommissionsSpecification, hasOfferCatalog, hoursAvailable, identifier, image, interestRate, isRelatedTo, isSimilarTo, logo, mainEntityOfPage, name, offers, potentialAction, produces, provider, providerMobility, review, sameAs, serviceArea, serviceAudience, serviceOutput, serviceType, slogan, subjectOf, termsOfService, url				A company or fund that gathers capital from a number of investors to create a pool of money that is then re-invested into stocks, bonds and other assets.
financial-product	financial_product	FinancialProduct	is_an_investment_or_deposit	investment_or_deposit	investment-or-deposit	InvestmentOrDeposit	InvestmentOrDeposit				additionalType, aggregateRating, alternateName, amount, annualPercentageRate, areaServed, audience, availableChannel, award, brand, broker, category, description, disambiguatingDescription, feesAndCommissionsSpecification, hasOfferCatalog, hoursAvailable, identifier, image, interestRate, isRelatedTo, isSimilarTo, logo, mainEntityOfPage, name, offers, potentialAction, produces, provider, providerMobility, review, sameAs, serviceArea, serviceAudience, serviceOutput, serviceType, slogan, subjectOf, termsOfService, url	BrokerageAccount, DepositAccount, InvestmentFund			A type of financial product that typically requires the client to transfer funds to a financial service in return for potential beneficial financial return.
communicate-action	communicate_action	CommunicateAction	is_an_invite_action	invite_action	invite-action	InviteAction	InviteAction				about, actionStatus, additionalType, agent, alternateName, description, disambiguatingDescription, endTime, error, event, identifier, image, inLanguage, instrument, language, location, mainEntityOfPage, name, object, participant, potentialAction, provider, recipient, result, sameAs, startTime, subjectOf, target, url				The act of asking someone to attend an event. Reciprocal of RsvpAction.
intangible	intangible	Intangible	is_an_invoice	invoice	invoice	Invoice	Invoice				accountId, additionalType, alternateName, billingPeriod, broker, category, confirmationNumber, customer, description, disambiguatingDescription, identifier, image, mainEntityOfPage, minimumPaymentDue, name, paymentDue, paymentDueDate, paymentMethod, paymentMethodId, paymentStatus, potentialAction, provider, referencesOrder, sameAs, scheduledPaymentDate, subjectOf, totalPaymentDue, url				A statement of the money due for goods or services; a bill.
price-type-enumeration	price_type_enumeration	PriceTypeEnumeration	is_an_invoice_price	invoice_price	invoice-price	InvoicePrice	InvoicePrice	PriceTypeEnumeration		https://pending.schema.org					Represents the invoice price of an offered product.
digital-platform-enumeration	digital_platform_enumeration	DigitalPlatformEnumeration	is_an_ios_platform	ios_platform	ios-platform	IOSPlatform	IOSPlatform	DigitalPlatformEnumeration		https://pending.schema.org					Represents the broad notion of iOS-based operating systems.
enumeration	enumeration	Enumeration	is_an_item_availability	item_availability	item-availability	ItemAvailability	ItemAvailability								A list of possible product availability options.
intangible	intangible	Intangible	is_an_item_list	item_list	item-list	ItemList	ItemList				additionalType, alternateName, description, disambiguatingDescription, identifier, image, itemListElement, itemListOrder, mainEntityOfPage, name, numberOfItems, potentialAction, sameAs, subjectOf, url	BreadcrumbList, HowToSection, HowToStep, OfferCatalog			A list of items of any sort&#x2014;for example, Top 10 Movies About Weathermen, or Top 100 Party Songs. Not to be confused with HTML lists, which are often used only for formatting.
item-list-order-type	item_list_order_type	ItemListOrderType	is_an_item_list_order_ascending	item_list_order_ascending	item-list-order-ascending	ItemListOrderAscending	ItemListOrderAscending	ItemListOrderType							An ItemList ordered with lower values listed first.
item-list-order-type	item_list_order_type	ItemListOrderType	is_an_item_list_order_descending	item_list_order_descending	item-list-order-descending	ItemListOrderDescending	ItemListOrderDescending	ItemListOrderType							An ItemList ordered with higher values listed first.
enumeration	enumeration	Enumeration	is_an_item_list_order_type	item_list_order_type	item-list-order-type	ItemListOrderType	ItemListOrderType								Enumerated for values for itemListOrder for indicating how an ordered ItemList is organized.
item-list-order-type	item_list_order_type	ItemListOrderType	is_an_item_list_unordered	item_list_unordered	item-list-unordered	ItemListUnordered	ItemListUnordered	ItemListOrderType							An ItemList ordered with no explicit order.
web-page	web_page	WebPage	is_an_item_page	item_page	item-page	ItemPage	ItemPage				about, abstract, accessMode, accessModeSufficient, accessibilityAPI, accessibilityControl, accessibilityFeature, accessibilityHazard, accessibilitySummary, accountablePerson, acquireLicensePage, additionalType, aggregateRating, alternateName, alternativeHeadline, archivedAt, assesses, associatedMedia, audience, audio, author, award, awards, breadcrumb, character, citation, comment, commentCount, conditionsOfAccess, contentLocation, contentRating, contentReferenceTime, contributor, copyrightHolder, copyrightNotice, copyrightYear, correction, countryOfOrigin, creativeWorkStatus, creator, creditText, dateCreated, dateModified, datePublished, description, disambiguatingDescription, discussionUrl, editEIDR, editor, educationalAlignment, educationalLevel, educationalUse, encoding, encodingFormat, encodings, exampleOfWork, expires, fileFormat, funder, funding, genre, hasPart, headline, identifier, image, inLanguage, interactionStatistic, interactivityType, interpretedAsClaim, isAccessibleForFree, isBasedOn, isBasedOnUrl, isFamilyFriendly, isPartOf, keywords, lastReviewed, learningResourceType, license, locationCreated, mainContentOfPage, mainEntity, mainEntityOfPage, maintainer, material, materialExtent, mentions, name, offers, pattern, position, potentialAction, primaryImageOfPage, producer, provider, publication, publisher, publisherImprint, publishingPrinciples, recordedAt, relatedLink, releasedEvent, review, reviewedBy, reviews, sameAs, schemaVersion, sdDatePublished, sdLicense, sdPublisher, significantLink, significantLinks, size, sourceOrganization, spatial, spatialCoverage, speakable, specialty, sponsor, subjectOf, teaches, temporal, temporalCoverage, text, thumbnailUrl, timeRequired, translationOfWork, translator, typicalAgeRange, url, usageInfo, version, video, workExample, workTranslation				A page devoted to a single item, such as a particular product or hotel.
intangible	intangible	Intangible	is_an_observation	observation	observation	Observation	Observation			https://pending.schema.org	additionalType, alternateName, description, disambiguatingDescription, identifier, image, mainEntityOfPage, marginOfError, measuredProperty, measuredValue, name, observationDate, observedNode, potentialAction, sameAs, subjectOf, url				"Instances of the class <a class=""localLink"" href=""/Observation"">Observation</a> are used to specify observations about an entity (which may or may not be an instance of a <a class=""localLink"" href=""/StatisticalPopulation"">StatisticalPopulation</a>), at a particular time. The principal properties of an <a class=""localLink"" href=""/Observation"">Observation</a> are <a class=""localLink"" href=""/observedNode"">observedNode</a>, <a class=""localLink"" href=""/measuredProperty"">measuredProperty</a>, <a class=""localLink"" href=""/measuredValue"">measuredValue</a> (or <a class=""localLink"" href=""/median"">median</a>, etc.) and <a class=""localLink"" href=""/observationDate"">observationDate</a> (<a class=""localLink"" href=""/measuredProperty"">measuredProperty</a> properties can, but need not always, be W3C RDF Data Cube ""measure properties"", as in the <a href=""https://www.w3.org/TR/vocab-data-cube/#dsd-example"">lifeExpectancy example</a>).
See also <a class=""localLink"" href=""/StatisticalPopulation"">StatisticalPopulation</a>, and the <a href=""/docs/data-and-datasets.html"">data and datasets</a> overview for more details."
medical-observational-study-design	medical_observational_study_design	MedicalObservationalStudyDesign	is_an_observational	observational	observational	Observational	Observational	MedicalObservationalStudyDesign							An observational study design.
medical-business	medical_business	MedicalBusiness, MedicalSpecialty	is_an_obstetric	obstetric	obstetric	Obstetric	Obstetric	MedicalSpecialty							A specific branch of medical science that specializes in the care of women during the prenatal and postnatal care and with the delivery of the child.
intangible	intangible	Intangible	is_an_occupation	occupation	occupation	Occupation	Occupation				additionalType, alternateName, description, disambiguatingDescription, educationRequirements, estimatedSalary, experienceRequirements, identifier, image, mainEntityOfPage, name, occupationLocation, occupationalCategory, potentialAction, qualifications, responsibilities, sameAs, skills, subjectOf, url				A profession, may involve prolonged training and/or a formal qualification.
physical-activity-category	physical_activity_category	PhysicalActivityCategory	is_an_occupational_activity	occupational_activity	occupational-activity	OccupationalActivity	OccupationalActivity	PhysicalActivityCategory							Any physical activity engaged in for job-related purposes. Examples may include waiting tables, maid service, carrying a mailbag, picking fruits or vegetables, construction work, etc.
intangible	intangible	Intangible	is_an_occupational_experience_requirements	occupational_experience_requirements	occupational-experience-requirements	OccupationalExperienceRequirements	OccupationalExperienceRequirements			https://pending.schema.org	additionalType, alternateName, description, disambiguatingDescription, identifier, image, mainEntityOfPage, monthsOfExperience, name, potentialAction, sameAs, subjectOf, url				Indicates employment-related experience requirements, e.g. <a class="localLink" href="/monthsOfExperience">monthsOfExperience</a>.
medical-therapy	medical_therapy	MedicalTherapy	is_an_occupational_therapy	occupational_therapy	occupational-therapy	OccupationalTherapy	OccupationalTherapy				additionalType, adverseOutcome, alternateName, bodyLocation, code, contraindication, description, disambiguatingDescription, doseSchedule, drug, duplicateTherapy, followup, funding, guideline, howPerformed, identifier, image, legalStatus, mainEntityOfPage, medicineSystem, name, potentialAction, preparation, procedureType, recognizingAuthority, relevantSpecialty, sameAs, seriousAdverseOutcome, status, study, subjectOf, url				A treatment of people with physical, emotional, or social problems, using purposeful activity to help them overcome or learn to deal with their problems.
body-of-water	body_of_water	BodyOfWater	is_an_ocean_body_of_water	ocean_body_of_water	ocean-body-of-water	OceanBodyOfWater	OceanBodyOfWater				additionalProperty, additionalType, address, aggregateRating, alternateName, amenityFeature, branchCode, containedIn, containedInPlace, containsPlace, description, disambiguatingDescription, event, events, faxNumber, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasDriveThroughService, hasMap, identifier, image, isAccessibleForFree, isicV4, keywords, latitude, logo, longitude, mainEntityOfPage, map, maps, maximumAttendeeCapacity, name, openingHoursSpecification, photo, photos, potentialAction, publicAccess, review, reviews, sameAs, slogan, smokingAllowed, specialOpeningHoursSpecification, subjectOf, telephone, tourBookingPage, url				An ocean (for example, the Pacific).
intangible	intangible	Intangible	is_an_offer	offer	offer	Offer	Offer				acceptedPaymentMethod, addOn, additionalType, advanceBookingRequirement, aggregateRating, alternateName, areaServed, asin, availability, availabilityEnds, availabilityStarts, availableAtOrFrom, availableDeliveryMethod, businessFunction, category, checkoutPageURLTemplate, deliveryLeadTime, description, disambiguatingDescription, eligibleCustomerType, eligibleDuration, eligibleQuantity, eligibleRegion, eligibleTransactionVolume, gtin, gtin12, gtin13, gtin14, gtin8, hasAdultConsideration, hasMeasurement, hasMerchantReturnPolicy, identifier, image, includesObject, ineligibleRegion, inventoryLevel, isFamilyFriendly, itemCondition, itemOffered, leaseLength, mainEntityOfPage, mobileUrl, mpn, name, offeredBy, potentialAction, price, priceCurrency, priceSpecification, priceValidUntil, review, reviews, sameAs, seller, serialNumber, shippingDetails, sku, subjectOf, url, validFrom, validThrough, warranty	AggregateOffer, OfferForLease, OfferForPurchase			"An offer to transfer some rights to an item or to provide a service — for example, an offer to sell tickets to an event, to rent the DVD of a movie, to stream a TV show over the internet, to repair a motorcycle, or to loan a book.<br/><br/>

Note: As the <a class=""localLink"" href=""/businessFunction"">businessFunction</a> property, which identifies the form of offer (e.g. sell, lease, repair, dispose), defaults to http://purl.org/goodrelations/v1#Sell; an Offer without a defined businessFunction value can be assumed to be an offer to sell.<br/><br/>

For <a href=""http://www.gs1.org/barcodes/technical/idkeys/gtin"">GTIN</a>-related fields, see <a href=""http://www.gs1.org/barcodes/support/check_digit_calculator"">Check Digit calculator</a> and <a href=""http://www.gs1us.org/resources/standards/gtin-validation-guide"">validation guide</a> from <a href=""http://www.gs1.org/"">GS1</a>."
item-list	item_list	ItemList	is_an_offer_catalog	offer_catalog	offer-catalog	OfferCatalog	OfferCatalog				additionalType, alternateName, description, disambiguatingDescription, identifier, image, itemListElement, itemListOrder, mainEntityOfPage, name, numberOfItems, potentialAction, sameAs, subjectOf, url				An OfferCatalog is an ItemList that contains related Offers and/or further OfferCatalogs that are offeredBy the same provider.
offer	offer	Offer	is_an_offer_for_lease	offer_for_lease	offer-for-lease	OfferForLease	OfferForLease			https://pending.schema.org	acceptedPaymentMethod, addOn, additionalType, advanceBookingRequirement, aggregateRating, alternateName, areaServed, asin, availability, availabilityEnds, availabilityStarts, availableAtOrFrom, availableDeliveryMethod, businessFunction, category, checkoutPageURLTemplate, deliveryLeadTime, description, disambiguatingDescription, eligibleCustomerType, eligibleDuration, eligibleQuantity, eligibleRegion, eligibleTransactionVolume, gtin, gtin12, gtin13, gtin14, gtin8, hasAdultConsideration, hasMeasurement, hasMerchantReturnPolicy, identifier, image, includesObject, ineligibleRegion, inventoryLevel, isFamilyFriendly, itemCondition, itemOffered, leaseLength, mainEntityOfPage, mobileUrl, mpn, name, offeredBy, potentialAction, price, priceCurrency, priceSpecification, priceValidUntil, review, reviews, sameAs, seller, serialNumber, shippingDetails, sku, subjectOf, url, validFrom, validThrough, warranty				"An <a class=""localLink"" href=""/OfferForLease"">OfferForLease</a> in Schema.org represents an <a class=""localLink"" href=""/Offer"">Offer</a> to lease out something, i.e. an <a class=""localLink"" href=""/Offer"">Offer</a> whose
  <a class=""localLink"" href=""/businessFunction"">businessFunction</a> is <a href=""http://purl.org/goodrelations/v1#LeaseOut."">lease out</a>. See <a href=""https://en.wikipedia.org/wiki/GoodRelations"">Good Relations</a> for
  background on the underlying concepts."
offer	offer	Offer	is_an_offer_for_purchase	offer_for_purchase	offer-for-purchase	OfferForPurchase	OfferForPurchase			https://pending.schema.org	acceptedPaymentMethod, addOn, additionalType, advanceBookingRequirement, aggregateRating, alternateName, areaServed, asin, availability, availabilityEnds, availabilityStarts, availableAtOrFrom, availableDeliveryMethod, businessFunction, category, checkoutPageURLTemplate, deliveryLeadTime, description, disambiguatingDescription, eligibleCustomerType, eligibleDuration, eligibleQuantity, eligibleRegion, eligibleTransactionVolume, gtin, gtin12, gtin13, gtin14, gtin8, hasAdultConsideration, hasMeasurement, hasMerchantReturnPolicy, identifier, image, includesObject, ineligibleRegion, inventoryLevel, isFamilyFriendly, itemCondition, itemOffered, leaseLength, mainEntityOfPage, mobileUrl, mpn, name, offeredBy, potentialAction, price, priceCurrency, priceSpecification, priceValidUntil, review, reviews, sameAs, seller, serialNumber, shippingDetails, sku, subjectOf, url, validFrom, validThrough, warranty				"An <a class=""localLink"" href=""/OfferForPurchase"">OfferForPurchase</a> in Schema.org represents an <a class=""localLink"" href=""/Offer"">Offer</a> to sell something, i.e. an <a class=""localLink"" href=""/Offer"">Offer</a> whose
  <a class=""localLink"" href=""/businessFunction"">businessFunction</a> is <a href=""http://purl.org/goodrelations/v1#Sell."">sell</a>. See <a href=""https://en.wikipedia.org/wiki/GoodRelations"">Good Relations</a> for
  background on the underlying concepts."
enumeration	enumeration	Enumeration	is_an_offer_item_condition	offer_item_condition	offer-item-condition	OfferItemCondition	OfferItemCondition								A list of possible conditions for the item.
structured-value	structured_value	StructuredValue	is_an_offer_shipping_details	offer_shipping_details	offer-shipping-details	OfferShippingDetails	OfferShippingDetails			https://pending.schema.org	additionalType, alternateName, deliveryTime, depth, description, disambiguatingDescription, doesNotShip, height, identifier, image, mainEntityOfPage, name, potentialAction, sameAs, shippingDestination, shippingLabel, shippingOrigin, shippingRate, shippingSettingsLink, subjectOf, transitTimeLabel, url, weight, width				"OfferShippingDetails represents information about shipping destinations.<br/><br/>

Multiple of these entities can be used to represent different shipping rates for different destinations:<br/><br/>

One entity for Alaska/Hawaii. A different one for continental US. A different one for all France.<br/><br/>

Multiple of these entities can be used to represent different shipping costs and delivery times.<br/><br/>

Two entities that are identical but differ in rate and time:<br/><br/>

E.g. Cheaper and slower: $5 in 5-7 days
or Fast and expensive: $15 in 1-2 days."
store	store	Store	is_an_office_equipment_store	office_equipment_store	office-equipment-store	OfficeEquipmentStore	OfficeEquipmentStore				actionableFeedbackPolicy, additionalProperty, additionalType, address, aggregateRating, alternateName, alumni, amenityFeature, areaServed, award, awards, branchCode, branchOf, brand, contactPoint, contactPoints, containedIn, containedInPlace, containsPlace, correctionsPolicy, currenciesAccepted, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, geo, geoContains, geoCoveredBy, geoCovers, geoCrosses, geoDisjoint, geoEquals, geoIntersects, geoOverlaps, geoTouches, geoWithin, globalLocationNumber, hasCredential, hasDriveThroughService, hasMap, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isAccessibleForFree, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, latitude, legalName, leiCode, location, logo, longitude, mainEntityOfPage, makesOffer, map, maps, maximumAttendeeCapacity, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, openingHours, openingHoursSpecification, ownershipFundingInfo, owns, parentOrganization, paymentAccepted, photo, photos, potentialAction, priceRange, publicAccess, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, smokingAllowed, specialOpeningHoursSpecification, sponsor, subOrganization, subjectOf, taxID, telephone, tourBookingPage, unnamedSourcesPolicy, url, vatID				An office equipment store.
legal-value-level	legal_value_level	LegalValueLevel	is_an_official_legal_value	official_legal_value	official-legal-value	OfficialLegalValue	OfficialLegalValue	LegalValueLevel		https://pending.schema.org					All the documents published by an official publisher should have at least the legal value level "OfficialLegalValue". This indicates that the document was published by an organisation with the public task of making it available (e.g. a consolidated version of an EU directive published by the EU Office of Publications).
event-attendance-mode-enumeration	event_attendance_mode_enumeration	EventAttendanceModeEnumeration	is_an_offline_event_attendance_mode	offline_event_attendance_mode	offline-event-attendance-mode	OfflineEventAttendanceMode	OfflineEventAttendanceMode	EventAttendanceModeEnumeration		https://pending.schema.org					OfflineEventAttendanceMode - an event that is primarily conducted offline.
game-server-status	game_server_status	GameServerStatus	is_an_offline_permanently	offline_permanently	offline-permanently	OfflinePermanently	OfflinePermanently	GameServerStatus							Game server status: OfflinePermanently. Server is offline and not available.
game-server-status	game_server_status	GameServerStatus	is_an_offline_temporarily	offline_temporarily	offline-temporarily	OfflineTemporarily	OfflineTemporarily	GameServerStatus							Game server status: OfflineTemporarily. Server is offline now but it can be online soon.
publication-event	publication_event	PublicationEvent	is_an_on_demand_event	on_demand_event	on-demand-event	OnDemandEvent	OnDemandEvent				about, actor, additionalType, aggregateRating, alternateName, attendee, attendees, audience, composer, contributor, description, director, disambiguatingDescription, doorTime, duration, endDate, eventAttendanceMode, eventSchedule, eventStatus, free, funder, funding, identifier, image, inLanguage, isAccessibleForFree, keywords, location, mainEntityOfPage, maximumAttendeeCapacity, maximumPhysicalAttendeeCapacity, maximumVirtualAttendeeCapacity, name, offers, organizer, performer, performers, potentialAction, previousStartDate, publishedBy, publishedOn, recordedIn, remainingAttendeeCapacity, review, sameAs, sponsor, startDate, subEvent, subEvents, subjectOf, superEvent, translator, typicalAgeRange, url, workFeatured, workPerformed				A publication event, e.g. catch-up TV or radio podcast, during which a program is available on-demand.
delivery-method	delivery_method	DeliveryMethod	is_an_on_site_pickup	on_site_pickup	on-site-pickup	OnSitePickup	OnSitePickup	DeliveryMethod							A DeliveryMethod in which an item is collected on site, e.g. in a store or at a box office.
medical-business	medical_business	MedicalBusiness, MedicalSpecialty	is_an_oncologic	oncologic	oncologic	Oncologic	Oncologic	MedicalSpecialty							A specific branch of medical science that deals with benign and malignant tumors, including the study of their development, diagnosis, treatment and prevention.
government-benefits-type	government_benefits_type	GovernmentBenefitsType	is_an_one_time_payments	one_time_payments	one-time-payments	OneTimePayments	OneTimePayments	GovernmentBenefitsType		https://pending.schema.org					OneTimePayments: this is a benefit for one-time payments for individuals.
game-server-status	game_server_status	GameServerStatus	is_an_online	online	online	Online	Online	GameServerStatus							Game server status: Online. Server is available.
organization	organization	Organization	is_an_online_business	online_business	online-business	OnlineBusiness	OnlineBusiness			https://pending.schema.org	actionableFeedbackPolicy, additionalType, address, aggregateRating, alternateName, alumni, areaServed, award, awards, brand, contactPoint, contactPoints, correctionsPolicy, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, globalLocationNumber, hasCredential, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, legalName, leiCode, location, logo, mainEntityOfPage, makesOffer, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, ownershipFundingInfo, owns, parentOrganization, potentialAction, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, sponsor, subOrganization, subjectOf, taxID, telephone, unnamedSourcesPolicy, url, vatID	OnlineStore			A particular online business, either standalone or the online part of a broader organization. Examples include an eCommerce site, an online travel booking site, an online learning site, an online logistics and shipping provider, an online (virtual) doctor, etc.
event-attendance-mode-enumeration	event_attendance_mode_enumeration	EventAttendanceModeEnumeration	is_an_online_event_attendance_mode	online_event_attendance_mode	online-event-attendance-mode	OnlineEventAttendanceMode	OnlineEventAttendanceMode	EventAttendanceModeEnumeration		https://pending.schema.org					OnlineEventAttendanceMode - an event that is primarily conducted online.
game-server-status	game_server_status	GameServerStatus	is_an_online_full	online_full	online-full	OnlineFull	OnlineFull	GameServerStatus							Game server status: OnlineFull. Server is online but unavailable. The maximum number of players has reached.
item-availability	item_availability	ItemAvailability	is_an_online_only	online_only	online-only	OnlineOnly	OnlineOnly	ItemAvailability							Indicates that the item is available only online.
online-business	online_business	OnlineBusiness	is_an_online_store	online_store	online-store	OnlineStore	OnlineStore			https://pending.schema.org	actionableFeedbackPolicy, additionalType, address, aggregateRating, alternateName, alumni, areaServed, award, awards, brand, contactPoint, contactPoints, correctionsPolicy, department, description, disambiguatingDescription, dissolutionDate, diversityPolicy, diversityStaffingReport, duns, email, employee, employees, ethicsPolicy, event, events, faxNumber, founder, founders, foundingDate, foundingLocation, funder, funding, globalLocationNumber, hasCredential, hasMerchantReturnPolicy, hasOfferCatalog, hasPOS, hasProductReturnPolicy, identifier, image, interactionStatistic, isicV4, iso6523Code, keywords, knowsAbout, knowsLanguage, legalName, leiCode, location, logo, mainEntityOfPage, makesOffer, member, memberOf, members, naics, name, nonprofitStatus, numberOfEmployees, ownershipFundingInfo, owns, parentOrganization, potentialAction, publishingPrinciples, review, reviews, sameAs, seeks, serviceArea, slogan, sponsor, subOrganization, subjectOf, taxID, telephone, unnamedSourcesPolicy, url, vatID				An eCommerce site.
medical-trial-design	medical_trial_design	MedicalTrialDesign	is_an_open_trial	open_trial	open-trial	OpenTrial	OpenTrial	MedicalTrialDesign							A trial design in which the researcher knows the full details of the treatment, and so does the patient.
structured-value	structured_value	StructuredValue	is_an_opening_hours_specification	opening_hours_specification	opening-hours-specification	OpeningHoursSpecification	OpeningHoursSpecification				additionalType, alternateName, closes, dayOfWeek, description, disambiguatingDescription, identifier, image, mainEntityOfPage, name, opens, potentialAction, sameAs, subjectOf, url, validFrom, validThrough				"A structured value providing information about the opening hours of a place or a certain service inside a place.<br/><br/>

The place is <strong>open</strong> if the <a class=""localLink"" href=""/opens"">opens</a> property is specified, and <strong>closed</strong> otherwise.<br/><br/>

If the value for the <a class=""localLink"" href=""/closes"">closes</a> property is less than the value for the <a class=""localLink"" href=""/opens"">opens</a> property then the hour range is assumed to span over the next day."
