domainIncludes	label_snail	rangeIncludes	label-dash	label	isPartOf	subPropertyOf	equivalentProperty	subproperties	inverseOf	supersedes	supersededBy	comment
Reservation	reserved_ticket	Ticket	reserved-ticket	reservedTicket								A ticket associated with the reservation.
Action	result	Thing	result	result				resultComment, resultReview				The result produced in the action. E.g. John wrote <em>a book</em>.
CommentAction, ReplyAction	result_comment	Comment	result-comment	resultComment		result						A sub property of result. The Comment created or sent as a result of this action.
ReviewAction	result_review	Review	result-review	resultReview		result						A sub property of result. The review that resulted in the performing of the action.
MerchantReturnPolicy	return_fees	ReturnFeesEnumeration	return-fees	returnFees	pending:							The type of return fees for purchased products (for any return reason).
MerchantReturnPolicy	return_label_source	ReturnLabelSourceEnumeration	return-label-source	returnLabelSource	pending:							The method (from an enumeration) by which the customer obtains a return shipping label for a product returned for any reason.
MerchantReturnPolicy	return_method	ReturnMethodEnumeration	return-method	returnMethod	pending:							The type of return method offered, specified from an enumeration.
MerchantReturnPolicy, MerchantReturnPolicySeasonalOverride	return_policy_category	MerchantReturnEnumeration	return-policy-category	returnPolicyCategory	pending:							Specifies an applicable return policy (from an enumeration).
MerchantReturnPolicy	return_policy_country	Country, Text	return-policy-country	returnPolicyCountry	pending:							The country where the product has to be sent to for returns, for example "Ireland" using the <a class="localLink" href="/name">name</a> property of <a class="localLink" href="/Country">Country</a>. You can also provide the two-letter <a href="http://en.wikipedia.org/wiki/ISO_3166-1">ISO 3166-1 alpha-2 country code</a>. Note that this can be different from the country where the product was originally shipped from or sent to.
MerchantReturnPolicy	return_policy_seasonal_override	MerchantReturnPolicySeasonalOverride	return-policy-seasonal-override	returnPolicySeasonalOverride	pending:							Seasonal override of a return policy.
Brand, CreativeWork, Event, Offer, Organization, Place, Product, Service	review	Review	review	review						reviews		A review of the item.
WebPage	reviewed_by	Organization, Person	reviewed-by	reviewedBy								People or organizations that have reviewed the content on this web page for accuracy and/or completeness.
CreativeWork, Offer, Organization, Place, Product	reviews	Review	reviews	reviews							review	Review of the item.
MedicalCondition	risk_factor	MedicalRiskFactor	risk-factor	riskFactor								A modifiable or non-modifiable factor that increases the risk of a patient contracting this condition, e.g. age,  coexisting condition.
RsvpAction	rsvp_response	RsvpResponseType	rsvp-response	rsvpResponse								The response (yes, no, maybe) to the RSVP.
SoftwareApplication	screenshot	ImageObject, URL	screenshot	screenshot								A link to a screenshot image of the app.
CreativeWork	sd_license	CreativeWork, URL	sd-license	sdLicense	pending:							A license document that applies to this structured data, typically indicated by URL.
CreativeWork	sd_publisher	Organization, Person	sd-publisher	sdPublisher	pending:							"Indicates the party responsible for generating and publishing the current structured data markup, typically in cases where the structured data is derived automatically from existing published content but published on a different site. For example, student projects and open data initiatives often re-publish existing content with more explicitly structured metadata. The
<a class=""localLink"" href=""/sdPublisher"">sdPublisher</a> property helps make such practices more explicit."
RadioSeries, TVSeries, VideoGameSeries	season	CreativeWorkSeason, URL	season	season		hasPart				seasons	containsSeason	A season in a media series.
RadioSeries, TVSeries, VideoGameSeries	seasons	CreativeWorkSeason	seasons	seasons							season	A season in a media series.
Seat	seating_type	QualitativeValue, Text	seating-type	seatingType								The type/class of the seat.
MedicalCondition	secondary_prevention	MedicalTherapy	secondary-prevention	secondaryPrevention								A preventative therapy used to prevent reoccurrence of the medical condition after an initial episode of the condition.
Organization, Person	seeks	Demand	seeks	seeks								A pointer to products or services sought by the organization or person (demand).
BuyAction, Demand, Flight, Offer, Order	seller	Organization, Person	seller	seller		participant				merchant, vendor		An entity which offers (sells / leases / lends / loans) the services / goods.  A seller may also be a provider.
Message, ReceiveAction	sender	Audience, Organization, Person	sender	sender		participant						A sub property of participant. The participant who is at the sending end of the action.
JobPosting	sensory_requirement	DefinedTerm, Text, URL	sensory-requirement	sensoryRequirement	pending:							A description of any sensory requirements and levels necessary to function on the job, including hearing and vision. Defined terms such as those in O*net may be used, but note that there is no way to specify the level of ability as well as its nature when using a defined term.
Nerve	sensory_unit	AnatomicalStructure, SuperficialAnatomy	sensory-unit	sensoryUnit								The neurological pathway extension that inputs and sends information to the brain or spinal cord.
MedicalDevice, MedicalTherapy	serious_adverse_outcome	MedicalEntity	serious-adverse-outcome	seriousAdverseOutcome								A possible serious complication and/or serious side effect of this therapy. Serious adverse outcomes include those that are life-threatening; result in death, disability, or permanent damage; require hospitalization or prolong existing hospitalization; cause congenital anomalies or birth defects; or jeopardize the patient and may require medical or surgical intervention to prevent one of the outcomes in this definition.
GameServer	server_status	GameServerStatus	server-status	serverStatus								Status of a game server.
ContactPoint, Organization, Service	service_area	AdministrativeArea, GeoShape, Place	service-area	serviceArea						area	areaServed	The geographic area where the service is provided.
Service	service_audience	Audience	service-audience	serviceAudience							audience	The audience eligible for this service.
GovernmentService	service_operator	Organization	service-operator	serviceOperator								The operating organization, if different from the provider.  This enables the representation of services that are provided by an organization, but operated by another organization like a subcontractor.
Service	service_output	Thing	service-output	serviceOutput						produces		The tangible thing generated by the service, e.g. a passport, permit, etc.
ServiceChannel	service_phone	ContactPoint	service-phone	servicePhone								The phone number to use to access the service.
ServiceChannel	service_sms_number	ContactPoint	service-sms-number	serviceSmsNumber								The number to access the service by text message.
Service	service_type	GovernmentBenefitsType, Text	service-type	serviceType								The type of service being offered, e.g. veterans' benefits, emergency relief, etc.
SocialMediaPosting	shared_content	CreativeWork	shared-content	sharedContent								A CreativeWork such as an image, video, or audio clip shared as part of this posting.
DeliveryTimeSettings, OfferShippingDetails, ShippingRateSettings	shipping_destination	DefinedRegion	shipping-destination	shippingDestination	pending:							indicates (possibly multiple) shipping destinations. These can be defined in several ways, e.g. postalCode ranges.
Offer	shipping_details	OfferShippingDetails	shipping-details	shippingDetails	pending:							Indicates information about the shipping policies and options associated with an <a class="localLink" href="/Offer">Offer</a>.
OfferShippingDetails	shipping_origin	DefinedRegion	shipping-origin	shippingOrigin	pending:							Indicates the origin of a shipment, i.e. where it should be coming from.
Person	sibling	Person	sibling	sibling						siblings		A sibling of the person.
Person	siblings	Person	siblings	siblings							sibling	A sibling of the person.
MedicalTest	sign_detected	MedicalSign	sign-detected	signDetected								A sign detected by the test.
MedicalCondition	sign_or_symptom	MedicalSignOrSymptom	sign-or-symptom	signOrSymptom								A sign or symptom of this condition. Signs are objective or physically observable manifestations of the medical condition while symptoms are the subjective experience of the medical condition.
CreativeWork, Product	size	DefinedTerm, QuantitativeValue, SizeSpecification, Text	size	size	pending:							A standardized size of a product or creative work, specified either through a simple textual string (for example 'XL', '32Wx34L'), a  QuantitativeValue with a unitCode, or a comprehensive and structured <a class="localLink" href="/SizeSpecification">SizeSpecification</a>; in other cases, the <a class="localLink" href="/width">width</a>, <a class="localLink" href="/height">height</a>, <a class="localLink" href="/depth">depth</a> and <a class="localLink" href="/weight">weight</a> properties may be more applicable.
SizeSpecification	size_group	SizeGroupEnumeration, Text	size-group	sizeGroup	pending:							The size group (also known as "size type") for a product's size. Size groups are common in the fashion industry to define size segments and suggested audiences for wearable products. Multiple values can be combined, for example "men's big and tall", "petite maternity" or "regular"
SizeSpecification	size_system	SizeSystemEnumeration, Text	size-system	sizeSystem	pending:							The size system used to identify a product's size. Typically either a standard (for example, "GS1" or "ISO-EN13402"), country code (for example "US" or "JP"), or a measuring system (for example "Metric" or "Imperial").
JobPosting, Occupation	skills	DefinedTerm, Text	skills	skills								A statement of knowledge, skill, ability, task or any other assertion expressing a competency that is desired or required to fulfill this role or to work in this occupation.
SoftwareApplication	software_add_on	SoftwareApplication	software-add-on	softwareAddOn								Additional content for a software application.
SoftwareApplication	software_help	CreativeWork	software-help	softwareHelp								Software application help.
CreativeWork	source_organization	Organization	source-organization	sourceOrganization								The Organization on whose behalf the creator was working.
Nerve	sourced_from	BrainStructure	sourced-from	sourcedFrom								The neurological pathway that originates the neurons.
Article, WebPage	speakable	SpeakableSpecification, URL	speakable	speakable								"Indicates sections of a Web page that are particularly 'speakable' in the sense of being highlighted as being especially appropriate for text-to-speech conversion. Other sections of a page may also be usefully spoken in particular circumstances; the 'speakable' property serves to indicate the parts most likely to be generally useful for speech.<br/><br/>

The <em>speakable</em> property can be repeated an arbitrary number of times, with three kinds of possible 'content-locator' values:<br/><br/>

1.) <em>id-value</em> URL references - uses <em>id-value</em> of an element in the page being annotated. The simplest use of <em>speakable</em> has (potentially relative) URL values, referencing identified sections of the document concerned.<br/><br/>

2.) CSS Selectors - addresses content in the annotated page, e.g. via class attribute. Use the <a class=""localLink"" href=""/cssSelector"">cssSelector</a> property.<br/><br/>

3.)  XPaths - addresses content via XPaths (assuming an XML view of the content). Use the <a class=""localLink"" href=""/xpath"">xpath</a> property.<br/><br/>

For more sophisticated markup of speakable sections beyond simple ID references, either CSS selectors or XPath expressions to pick out document section(s) as speakable. For this
we define a supporting type, <a class=""localLink"" href=""/SpeakableSpecification"">SpeakableSpecification</a>  which is defined to be a possible value of the <em>speakable</em> property."
Place	special_opening_hours_specification	OpeningHoursSpecification	special-opening-hours-specification	specialOpeningHoursSpecification								"The special opening hours of a certain place.<br/><br/>

Use this to explicitly override general opening hours brought in scope by <a class=""localLink"" href=""/openingHoursSpecification"">openingHoursSpecification</a> or <a class=""localLink"" href=""/openingHours"">openingHours</a>."
WebPage	specialty	Specialty	specialty	specialty								One of the domain specialities to which this web page's content applies.
Quotation	spoken_by_character	Organization, Person	spoken-by-character	spokenByCharacter	pending:							The (e.g. fictional) character, Person or Organization to whom the quotation is attributed within the containing CreativeWork.
CreativeWork, Event, Grant, MedicalStudy, Organization, Person	sponsor	Organization, Person	sponsor	sponsor				funder				A person or organization that supports a thing through a pledge, promise, or financial contribution. E.g. a sponsor of a Medical Study or a corporate sponsor of an event.
ExerciseAction	sports_activity_location	SportsActivityLocation	sports-activity-location	sportsActivityLocation		location						A sub property of location. The sports activity location where this action occurred.
ExerciseAction	sports_event	SportsEvent	sports-event	sportsEvent		location						A sub property of location. The sports event where this action occurred.
ExerciseAction	sports_team	SportsTeam	sports-team	sportsTeam		participant						A sub property of participant. The sports team that participated on this action.
Person	spouse	Person	spouse	spouse								The person's spouse.
MedicalCondition	stage	MedicalConditionStage	stage	stage								The stage of the condition, if applicable.
Clip, SeekToAction	start_offset	HyperTocEntry, Number	start-offset	startOffset	pending:							The start time of the clip expressed as the number of seconds from the beginning of the work.
MedicalCondition, MedicalProcedure, MedicalStudy	status	EventStatusType, MedicalStudyStatus, Text	status	status								The status of the study (enumerated).
Vehicle	steering_position	SteeringPositionValue	steering-position	steeringPosition								The position of the steering wheel or similar device (mostly for cars).
HowTo	step	CreativeWork, HowToSection, HowToStep, Text	step	step				recipeInstructions		steps		A single step item (as HowToStep, text, document, video, etc.) or a HowToSection.
HowTo, HowToSection	steps	CreativeWork, ItemList, Text	steps	steps							step	A single step item (as HowToStep, text, document, video, etc.) or a HowToSection (originally misnamed 'steps'; 'step' is preferred).
MedicalEntity	study	MedicalStudy	study	study								A medical study or trial related to this entity.
MedicalObservationalStudy	study_design	MedicalObservationalStudyDesign	study-design	studyDesign								Specifics about the observational study design (enumerated).
MedicalStudy	study_location	AdministrativeArea	study-location	studyLocation								The location in which the study is taking/took place.
MedicalStudy	study_subject	MedicalEntity	study-subject	studySubject								A subject of the study, i.e. one of the medical conditions, therapies, devices, drugs, etc. investigated by the study.
Event	sub_event	Event	sub-event	subEvent					superEvent	subEvents		An Event that is part of this event. For example, a conference event includes many presentations, each of which is a subEvent of the conference.
Event	sub_events	Event	sub-events	subEvents							subEvent	Events that are a part of this event. For example, a conference event includes many presentations, each subEvents of the conference.
Organization	sub_organization	Organization	sub-organization	subOrganization					parentOrganization			A relationship between two organizations where the first includes the second, e.g., as a subsidiary. See also: the more specific 'department' property.
ReservationPackage	sub_reservation	Reservation	sub-reservation	subReservation								The individual reservations included in the package. Typically a repeated property.
AnatomicalStructure	sub_structure	AnatomicalStructure	sub-structure	subStructure								Component (sub-)structure(s) that comprise this anatomical structure.
MedicalTestPanel	sub_test	MedicalTest	sub-test	subTest								A component test of the panel.
Trip	sub_trip	Trip	sub-trip	subTrip	pending:				partOfTrip			Identifies a <a class="localLink" href="/Trip">Trip</a> that is a subTrip of this Trip.  For example Day 1, Day 2, etc. of a multi-day trip.
Thing	subject_of	CreativeWork, Event	subject-of	subjectOf					about			A CreativeWork or Event about this Thing.
BroadcastEvent, Movie, ScreeningEvent, TVEpisode	subtitle_language	Language, Text	subtitle-language	subtitleLanguage	pending:							Languages in which subtitles/captions are available, in <a href="http://tools.ietf.org/html/bcp47">IETF BCP 47 standard format</a>.
ProductModel	successor_of	ProductModel	successor-of	successorOf								A pointer from a newer variant of a product  to its previous, often discontinued predecessor.
Question	suggested_answer	Answer, ItemList	suggested-answer	suggestedAnswer				acceptedAnswer				An answer (possibly one of several, possibly incorrect) to a Question, e.g. on a Question/Answer site.
PeopleAudience, SizeSpecification	suggested_gender	GenderType, Text	suggested-gender	suggestedGender								The suggested gender of the intended person or audience, for example "male", "female", or "unisex".
MenuItem, Recipe	suitable_for_diet	RestrictedDiet	suitable-for-diet	suitableForDiet								Indicates a dietary restriction or guideline for which this recipe or menu item is suitable, e.g. diabetic, halal etc.
Event	super_event	Event	super-event	superEvent					subEvent			An event that this event is a part of. For example, a collection of individual music performances might each have a music festival as their superEvent.
Class, Enumeration, Property	superseded_by	Class, Enumeration, Property	superseded-by	supersededBy	https://meta.schema.org							Relates a term (i.e. a property, class or enumeration) to one that supersedes it.
HowTo, HowToDirection	supply	HowToSupply, Text	supply	supply		instrument		ingredients, recipeIngredient				A sub-property of instrument. A supply consumed when performing instructions or a direction.
Artery	supply_to	AnatomicalStructure	supply-to	supplyTo								The area to which the artery supplies blood.
SoftwareApplication	supporting_data	DataFeed	supporting-data	supportingData								Supporting data for a SoftwareApplication.
Action	target	EntryPoint, URL	target	target								Indicates a target EntryPoint, or url, for an Action.
UpdateAction	target_collection	Thing	target-collection	targetCollection		object				collection		A sub property of object. The collection target of the action.
SoftwareSourceCode	target_product	SoftwareApplication	target-product	targetProduct								Target Operating System / Product to which the code applies.  If applies to several versions, just the product name can be used.
Taxon	taxon_rank	PropertyValue, Text, URL	taxon-rank	taxonRank	pending:							The taxonomic rank of this taxon given preferably as a URI from a controlled vocabulary � typically the ranks from TDWG TaxonRank ontology or equivalent Wikidata URIs.
BioChemEntity	taxonomic_range	DefinedTerm, Taxon, Text, URL	taxonomic-range	taxonomicRange	pending:							The taxonomic grouping of the organism that expresses, encodes, or in some way related to the BioChemEntity.
CreativeWork, EducationEvent, LearningResource	teaches	DefinedTerm, Text	teaches	teaches	pending:							The item being described is intended to help a person learn the competency or learning outcome defined by the referenced term.
ImageObject, VideoObject	thumbnail	ImageObject	thumbnail	thumbnail								Thumbnail image for an image or video.
Ticket	ticketed_seat	Seat	ticketed-seat	ticketedSeat								The seat associated with the ticket.
Message	to_recipient	Audience, ContactPoint, Organization, Person	to-recipient	toRecipient		recipient						A sub property of recipient. The recipient who was directly sent the message.
HyperTocEntry	toc_continuation	HyperTocEntry	toc-continuation	tocContinuation	pending:							A <a class="localLink" href="/HyperTocEntry">HyperTocEntry</a> can have a <a class="localLink" href="/tocContinuation">tocContinuation</a> indicated, which is another <a class="localLink" href="/HyperTocEntry">HyperTocEntry</a> that would be the default next item to play or render.
HyperToc	toc_entry	HyperTocEntry	toc-entry	tocEntry	pending:	hasPart						Indicates a <a class="localLink" href="/HyperTocEntry">HyperTocEntry</a> in a <a class="localLink" href="/HyperToc">HyperToc</a>.
HowTo, HowToDirection	tool	HowToTool, Text	tool	tool		instrument						A sub property of instrument. An object used (but not consumed) when performing instructions or a direction.
TouristAttraction, TouristDestination, TouristTrip	tourist_type	Audience, Text	tourist-type	touristType								Attraction suitable for type(s) of tourist. E.g. children, visitors from a particular country, etc.
MusicGroup, MusicPlaylist	track	ItemList, MusicRecording	track	track						tracks		A music recording (track)&#x2014;usually a single song. If an ItemList is given, the list should contain items of type MusicRecording.
MusicGroup, MusicPlaylist	tracks	MusicRecording	tracks	tracks							track	A music recording (track)&#x2014;usually a single song.
CreativeWorkSeason, Episode, Movie, MovieSeries, RadioSeries, TVSeries, VideoGame, VideoGameSeries	trailer	VideoObject	trailer	trailer								The trailer of a movie or TV/radio series, season, episode, etc.
CreativeWork	translation_of_work	CreativeWork	translation-of-work	translationOfWork	https://bib.schema.org				workTranslation			The work that this work has been translated from. E.g. ???? is a translationOf �On the Origin of Species�.
CreativeWork, Event	translator	Organization, Person	translator	translator								Organization or person who adapts a creative work to different languages, regional differences and technical requirements of a target market, or that translates during some event.
MedicalTrial	trial_design	MedicalTrialDesign	trial-design	trialDesign								Specifics about the trial design (enumerated).
Vein	tributary	AnatomicalStructure	tributary	tributary								The anatomical or organ system that the vein flows into; a larger structure that the vein connects to.
BedDetails	type_of_bed	BedType, Text	type-of-bed	typeOfBed								The type of bed to which the BedDetail refers, i.e. the type of bed available in the quantity indicated by quantity.
OwnershipInfo, TypeAndQuantityNode	type_of_good	Product, Service	type-of-good	typeOfGood								The product that this structured value is referring to.
MedicalCondition	typical_test	MedicalTest	typical-test	typicalTest								A medical test typically performed given this condition.
Reservation, Ticket	under_name	Organization, Person	under-name	underName								The person or organization the reservation or ticket is for.
NewsMediaOrganization, Organization	unnamed_sources_policy	CreativeWork, URL	unnamed-sources-policy	unnamedSourcesPolicy	pending:	publishingPrinciples						For an <a class="localLink" href="/Organization">Organization</a> (typically a <a class="localLink" href="/NewsMediaOrganization">NewsMediaOrganization</a>), a statement about policy on use of unnamed sources and the decision process required.
CreativeWork	usage_info	CreativeWork, URL	usage-info	usageInfo	pending:			acquireLicensePage				"The schema.org <a class=""localLink"" href=""/usageInfo"">usageInfo</a> property indicates further information about a <a class=""localLink"" href=""/CreativeWork"">CreativeWork</a>. This property is applicable both to works that are freely available and to those that require payment or other transactions. It can reference additional information, e.g. community expectations on preferred linking and citation conventions, as well as purchasing details. For something that can be commercially licensed, usageInfo can provide detailed, resource-specific information about licensing options.<br/><br/>

This property can be used alongside the license property which indicates license(s) applicable to some piece of content. The usageInfo property can provide information about other licensing options, e.g. acquiring commercial usage rights for an image that is also available under non-commercial creative commons licenses."
MedicalTest	used_to_diagnose	MedicalCondition	used-to-diagnose	usedToDiagnose								A condition the test is used to diagnose.
PropertyValue, QualitativeValue, QuantitativeValue	value_reference	DefinedTerm, Enumeration, MeasurementTypeEnumeration, PropertyValue, QualitativeValue, QuantitativeValue, StructuredValue, Text	value-reference	valueReference								A secondary value that provides additional information on the original value, e.g. a reference temperature or a type of measurement.
Dataset	variable_measured	PropertyValue, Text	variable-measured	variableMeasured	pending:							The variableMeasured property can indicate (repeated as necessary) the  variables that are measured in some dataset, either described as text or as pairs of identifier and description using PropertyValue.
ProductGroup	variant	Product	has-variant	hasVariant	pending:				isVariantOf			Indicates a <a class="localLink" href="/Product">Product</a> that is a member of this <a class="localLink" href="/ProductGroup">ProductGroup</a> (or <a class="localLink" href="/ProductModel">ProductModel</a>).
Vehicle	vehicle_engine	EngineSpecification	vehicle-engine	vehicleEngine								Information about the engine or engines of the vehicle.
Vehicle	vehicle_special_usage	CarUsageType, Text	vehicle-special-usage	vehicleSpecialUsage	https://auto.schema.org							Indicates whether the vehicle has been used for special purposes, like commercial rental, driving school, or as a taxi. The legislation in many countries requires this information to be revealed when offering a car for sale.
Vehicle	vehicle_transmission	QualitativeValue, Text, URL	vehicle-transmission	vehicleTransmission								The type of component used for transmitting the power from a rotating power source to the wheels or other relevant component(s) ("gearbox" for cars).
BuyAction	vendor	Organization, Person	vendor	vendor		participant					seller	'vendor' is an earlier term for 'seller'.
NewsMediaOrganization	verification_fact_checking_policy	CreativeWork, URL	verification-fact-checking-policy	verificationFactCheckingPolicy	pending:	publishingPrinciples						Disclosure about verification and fact-checking processes for a <a class="localLink" href="/NewsMediaOrganization">NewsMediaOrganization</a> or other fact-checking <a class="localLink" href="/Organization">Organization</a>.
CreativeWork	video	Clip, VideoObject	video	video								An embedded video object.
Demand, Offer	warranty	WarrantyPromise	warranty	warranty						warrantyPromise		The warranty promise(s) included in the offer.
BuyAction, SellAction	warranty_promise	WarrantyPromise	warranty-promise	warrantyPromise							warranty	The warranty promise(s) included in the offer.
WarrantyPromise	warranty_scope	WarrantyScope	warranty-scope	warrantyScope								The scope of the warranty promise.
PodcastSeries, SpecialAnnouncement	web_feed	DataFeed, URL	web-feed	webFeed	pending:							The URL for a feed, e.g. associated with a podcast series, blog, or series of date-stamped updates. This is usually RSS or Atom.
LoseAction	winner	Person	winner	winner		participant						A sub property of participant. The winner of the action.
CreativeWork	work_example	CreativeWork	work-example	workExample				appearance, firstAppearance	exampleOfWork			Example/instance/realization/derivation of the concept of this creative work. E.g. the paperback edition, first edition, or e-book.
Event	work_featured	CreativeWork	work-featured	workFeatured				workPerformed, workPresented				"A work featured in some event, e.g. exhibited in an ExhibitionEvent.
       Specific subproperties are available for workPerformed (e.g. a play), or a workPresented (a Movie at a ScreeningEvent)."
Person	work_location	ContactPoint, Place	work-location	workLocation		location						A contact location for a person's place of work.
Event	work_performed	CreativeWork	work-performed	workPerformed		workFeatured						A work performed in some event, for example a play performed in a TheaterEvent.
ScreeningEvent	work_presented	Movie	work-presented	workPresented		workFeatured						The movie presented during this event.
CreativeWork	work_translation	CreativeWork	work-translation	workTranslation	https://bib.schema.org				translationOfWork			A work that is a translation of the content of this work. E.g. ??? has an English workTranslation �Journey to the West�, a German workTranslation �Monkeys Pilgerfahrt� and a Vietnamese  translation T�y du k� b�nh kh?o.
ExercisePlan	workload	Energy, QuantitativeValue	workload	workload								Quantitative measure of the physiologic output of the exercise; also referred to as energy expenditure.
Person	works_for	Organization	works-for	worksFor								Organizations that the person works for.
SpeakableSpecification, WebPageElement	xpath	XPathType	xpath	xpath								An XPath, e.g. of a <a class="localLink" href="/SpeakableSpecification">SpeakableSpecification</a> or <a class="localLink" href="/WebPageElement">WebPageElement</a>. In the latter case, multiple matches within a page can constitute a single conceptual "Web page element".
